Trade,Risk ($),P/L ($),Balance Pre ($),Balance Post ($)
35,1451.7722525833533,-1451.7722525833533,111776.5837887503,110324.81153616695
36,1354.9874357444633,-1354.9874357444633,110324.81153616695,108969.82410042248
37,1264.6549400281656,3161.652379721251,108969.82410042248,112131.47648014374
38,1475.4317653429162,-1475.4317653429162,112131.47648014374,110656.04471480082
39,1377.0696476533883,3442.6817755604725,110656.04471480082,114098.7264903613
40,1606.5817660240864,-1606.5817660240864,114098.7264903613,112492.14472433721
41,1499.476314955814,-1499.476314955814,112492.14472433721,110992.6684093814
42,1399.511227292093,-1399.511227292093,110992.6684093814,109593.1571820893
43,1306.2104788059535,3265.5186676430826,109593.1571820893,112858.67584973239
44,1523.9117233154927,-1523.9117233154927,112858.67584973239,111334.76412641689
45,1422.3176084277927,3555.809363639473,111334.76412641689,114890.57349005637
46,1659.371566003758,-1659.371566003758,114890.57349005637,113231.20192405261
47,1548.7467949368408,-1548.7467949368408,113231.20192405261,111682.45512911577
48,1445.497008607718,-1445.497008607718,111682.45512911577,110236.95812050805
49,1349.130541367203,-1349.130541367203,110236.95812050805,108887.82757914084
50,1259.1885052760558,3147.963851577573,108887.82757914084,112035.79143071841
51,1469.052762047894,-1469.052762047894,112035.79143071841,110566.73866867051
52,1371.115911244701,3427.7822268328737,110566.73866867051,113994.52089550339
53,1599.6347263668927,-1599.6347263668927,113994.52089550339,112394.8861691365
54,1492.9924112757667,-1492.9924112757667,112394.8861691365,110901.89375786073
55,1393.4595838573819,-1393.4595838573819,110901.89375786073,109508.43417400334
56,1300.5622782668895,-1300.5622782668895,109508.43417400334,108207.87189573645
57,1213.8581263824299,-1213.8581263824299,108207.87189573645,106994.01376935402
58,1132.9342512902679,-1132.9342512902679,106994.01376935402,105861.07951806375
59,1057.40530120425,2643.5062110594727,105861.07951806375,108504.58572912322
60,1233.639048608215,-1233.639048608215,108504.58572912322,107270.94668051502
61,1151.3964453676676,-1151.3964453676676,107270.94668051502,106119.55023514734
62,1074.636682343156,2686.605803521247,106119.55023514734,108806.15603866859
63,1253.7437359112394,-1253.7437359112394,108806.15603866859,107552.41230275735
64,1170.1608201838235,-1170.1608201838235,107552.41230275735,106382.25148257353
65,1092.1500988382352,-1092.1500988382352,106382.25148257353,105290.1013837353
66,1019.3400922490197,2548.350230622549,105290.1013837353,107838.45161435785
67,1189.2301076238568,2973.0680805125016,107838.45161435785,110811.51969487035
68,1387.4346463246902,-1387.4346463246902,110811.51969487035,109424.08504854566
69,1294.9390032363774,3237.369480292168,109424.08504854566,112661.45452883783
70,1510.7636352558552,3776.909088139638,112661.45452883783,116438.36361697747
71,1762.5575744651646,-1762.5575744651646,116438.36361697747,114675.80604251231
72,1645.0537361674874,-1645.0537361674874,114675.80604251231,113030.75230634482
73,1535.3834870896544,-1535.3834870896544,113030.75230634482,111495.36881925516
74,1433.0245879503443,3582.561469875861,111495.36881925516,115077.93028913102
75,1671.8620192754015,-1671.8620192754015,115077.93028913102,113406.06826985562
76,1560.404551323708,-1560.404551323708,113406.06826985562,111845.66371853191
77,1456.3775812354609,3640.936476587419,111845.66371853191,115486.60019511933
78,1699.1066796746222,4247.789959538469,115486.60019511933,119734.3901546578
79,1982.2926769771866,-1982.2926769771866,119734.3901546578,117752.09747768061
80,1850.1398318453741,4625.365378730732,117752.09747768061,122377.46285641134
81,2158.497523760756,5396.219233171762,122377.46285641134,127773.6820895831
82,2518.2454726388737,-2518.2454726388737,127773.6820895831,125255.43661694424
83,2350.362441129616,-2350.362441129616,125255.43661694424,122905.07417581462
84,2193.6716117209744,5484.179029302436,122905.07417581462,128389.25320511706
85,2559.283547007804,-2559.283547007804,128389.25320511706,125829.96965810926
86,2388.6646438739504,5971.661609684876,125829.96965810926,131801.63126779415
87,2786.775417852943,-2786.775417852943,131801.63126779415,129014.8558499412
88,2600.99038999608,-2600.99038999608,129014.8558499412,126413.86545994513
89,2427.5910306630085,-2427.5910306630085,126413.86545994513,123986.27442928212
90,2265.751628618808,-2265.751628618808,123986.27442928212,121720.52280066331
91,2114.7015200442206,5286.761871921717,121720.52280066331,127007.28467258502
92,2467.1523115056684,6167.889149540231,127007.28467258502,133175.17382212525
93,2878.3449214750162,7195.879665287424,133175.17382212525,140371.05348741266
94,3358.070232494177,-3358.070232494177,140371.05348741266,137012.98325491848
95,3134.198883661232,-3134.198883661232,137012.98325491848,133878.78437125724
96,2925.252291417149,7313.122039347761,133878.78437125724,141191.906410605
97,3412.7937607070003,-3412.7937607070003,141191.906410605,137779.11264989802
98,3185.274176659868,-3185.274176659868,137779.11264989802,134593.83847323814
99,2972.9225648825427,-2972.9225648825427,134593.83847323814,131620.9159083556
100,2774.7277272237056,-2774.7277272237056,131620.9159083556,128846.18818113187
101,2589.745878742125,-2589.745878742125,128846.18818113187,126256.44230238975
102,2417.0961534926505,6042.748631573875,126256.44230238975,132299.19093396363
103,2819.9460622642423,7049.873708986645,132299.19093396363,139349.06464295028
104,3289.9376428633523,-3289.9376428633523,139349.06464295028,136059.12700008694
105,3070.608466672463,-3070.608466672463,136059.12700008694,132988.5185334145
106,2865.901235560966,-2865.901235560966,132988.5185334145,130122.61729785353
107,2674.8411531902357,-2674.8411531902357,130122.61729785353,127447.7761446633
108,2496.5184096442194,-2496.5184096442194,127447.7761446633,124951.25773501907
109,2330.083849001271,-2330.083849001271,124951.25773501907,122621.1738860178
110,2174.74492573452,-2174.74492573452,122621.1738860178,120446.42896028329
111,2029.7619306855524,5074.412663208938,120446.42896028329,125520.84162349222
112,2368.0561082328145,5920.124017176944,125520.84162349222,131440.96564066916
113,2762.7310427112775,-2762.7310427112775,131440.96564066916,128678.23459795788
114,2578.548973197192,-2578.548973197192,128678.23459795788,126099.68562476069
115,2406.6457083173796,6016.6061362213,126099.68562476069,132116.29176098199
116,2807.7527840654657,-2807.7527840654657,132116.29176098199,129308.53897691652
117,2620.569265127768,6551.41487496682,129308.53897691652,135859.95385188333
118,3057.330256792222,-3057.330256792222,135859.95385188333,132802.6235950911
119,2853.5082396727403,7133.770599181849,132802.6235950911,139936.39419427296
120,3329.092946284864,8322.706095428452,139936.39419427296,148259.1002897014
121,3500.0,-3500.0,148259.1002897014,144759.1002897014
122,3500.0,-3500.0,144759.1002897014,141259.1002897014
123,3417.2733526467596,-3417.2733526467596,141259.1002897014,137841.82693705463
124,3189.4551291369758,-3189.4551291369758,137841.82693705463,134652.37180791766
125,2976.824787194511,-2976.824787194511,134652.37180791766,131675.54702072314
126,2778.369801381543,-2778.369801381543,131675.54702072314,128897.1772193416
127,2593.1451479561065,-2593.1451479561065,128897.1772193416,126304.03207138549
128,2420.2688047590327,-2420.2688047590327,126304.03207138549,123883.76326662645
129,2258.9175511084304,-2258.9175511084304,123883.76326662645,121624.84571551802
130,2108.3230477012016,-2108.3230477012016,121624.84571551802,119516.52266781683
131,1967.768177854455,-1967.768177854455,119516.52266781683,117548.75448996238
132,1836.5836326641584,-1836.5836326641584,117548.75448996238,115712.17085729822
133,1714.1447238198812,-1714.1447238198812,115712.17085729822,113998.02613347834
134,1599.8684088985563,-1599.8684088985563,113998.02613347834,112398.15772457978
135,1493.2105149719855,-1493.2105149719855,112398.15772457978,110904.9472096078
136,1393.6631473071864,-1393.6631473071864,110904.9472096078,109511.2840623006
137,1300.7522708200404,3251.880677050101,109511.2840623006,112763.1647393507
138,1517.5443159567135,3793.853623889442,112763.1647393507,116557.01836324015
139,1770.4678908826763,-1770.4678908826763,116557.01836324015,114786.55047235747
140,1652.4366981571648,-1652.4366981571648,114786.55047235747,113134.1137742003
141,1542.2742516133537,-1542.2742516133537,113134.1137742003,111591.83952258695
142,1439.4559681724631,-1439.4559681724631,111591.83952258695,110152.38355441448
143,1343.4922369609656,-1343.4922369609656,110152.38355441448,108808.89131745351
144,1253.926087830234,-1253.926087830234,108808.89131745351,107554.96522962328
145,1170.3310153082189,2925.807490345886,107554.96522962328,110480.77271996917
146,1365.384847997945,-1365.384847997945,110480.77271996917,109115.38787197122
147,1274.3591914647482,-1274.3591914647482,109115.38787197122,107841.02868050647
148,1189.4019120337646,-1189.4019120337646,107841.02868050647,106651.6267684727
149,1110.1084512315138,-1110.1084512315138,106651.6267684727,105541.51831724119
150,1036.1012211494128,-1036.1012211494128,105541.51831724119,104505.41709609178
151,967.0278064061189,-967.0278064061189,104505.41709609178,103538.38928968567
152,902.5592859790447,-902.5592859790447,103538.38928968567,102635.83000370662
153,842.3886669137748,2105.9777899180403,102635.83000370662,104741.80779362466
154,982.7871862416437,-982.7871862416437,104741.80779362466,103759.020607383
155,917.2680404922004,-917.2680404922004,103759.020607383,102841.7525668908
156,856.1168377927204,-856.1168377927204,102841.7525668908,101985.63572909808
157,799.0423819398721,-799.0423819398721,101985.63572909808,101186.59334715821
158,745.7728898105473,-745.7728898105473,101186.59334715821,100440.82045734767
159,696.0546971565112,-696.0546971565112,100440.82045734767,99744.76576019116
160,649.6510506794109,-649.6510506794109,99744.76576019116,99095.11470951175
161,606.3409806341166,1515.8524515852914,99095.11470951175,100610.96716109704
162,707.3978107398027,-707.3978107398027,100610.96716109704,99903.56935035724
163,660.2379566904826,-660.2379566904826,99903.56935035724,99243.33139366675
164,616.222092911117,-616.222092911117,99243.33139366675,98627.10930075563
165,575.1406200503756,-575.1406200503756,98627.10930075563,98051.96868070526
166,536.7979120470176,-536.7979120470176,98051.96868070526,97515.17076865825
167,501.0113845772168,-501.0113845772168,97515.17076865825,97014.15938408104
168,467.61062560540256,-467.61062560540256,97014.15938408104,96546.54875847563
169,436.4365838983756,-436.4365838983756,96546.54875847563,96110.11217457725
170,407.3408116384836,-407.3408116384836,96110.11217457725,95702.77136293877
171,380.1847575292515,-380.1847575292515,95702.77136293877,95322.58660540952
172,354.8391070273016,-354.8391070273016,95322.58660540952,94967.74749838222
173,331.1831665588145,827.9579163970363,94967.74749838222,95795.70541477925
174,386.3803609852834,965.9558678982329,95795.70541477925,96761.66128267748
175,450.7774188451653,-450.7774188451653,96761.66128267748,96310.88386383232
176,420.72559092215477,-420.72559092215477,96310.88386383232,95890.15827291016
177,392.677218194011,981.6880752648142,95890.15827291016,96871.84634817498
178,458.1230898783319,1145.3025704116117,96871.84634817498,98017.1489185866
179,534.4765945724396,-534.4765945724396,98017.1489185866,97482.67232401416
180,498.8448216009439,-498.8448216009439,97482.67232401416,96983.82750241322
181,465.5885001608811,-465.5885001608811,96983.82750241322,96518.23900225233
182,434.5492668168221,-434.5492668168221,96518.23900225233,96083.68973543552
183,405.57931569570115,1013.9482892392527,96083.68973543552,97097.63802467477
184,473.17586831165147,1182.9396707791286,97097.63802467477,98280.5776954539
185,552.0385130302602,-552.0385130302602,98280.5776954539,97728.53918242364
186,515.2359454949095,-515.2359454949095,97728.53918242364,97213.30323692874
187,480.88688246191595,-480.88688246191595,97213.30323692874,96732.41635446683
188,448.8277569644551,-448.8277569644551,96732.41635446683,96283.58859750237
189,418.90590650015804,-418.90590650015804,96283.58859750237,95864.6826910022
190,390.9788460668138,-390.9788460668138,95864.6826910022,95473.70384493539
191,364.9135896623591,912.2743422710415,95473.70384493539,96385.97818720643
192,425.7318791470956,-425.7318791470956,96385.97818720643,95960.24630805934
193,397.349753870623,993.3841982046846,95960.24630805934,96953.63050626403
194,463.57536708426875,-463.57536708426875,96953.63050626403,96490.05513917976
195,432.6703426119842,-432.6703426119842,96490.05513917976,96057.38479656779
196,403.825653104519,-403.825653104519,96057.38479656779,95653.55914346327
197,376.9039428975511,942.2550319469516,95653.55914346327,96595.81417541021
198,439.7209450273474,1099.2873505871787,96595.81417541021,97695.1015259974
199,513.0067683998262,-513.0067683998262,97695.1015259974,97182.09475759757
200,478.8063171731716,-478.8063171731716,97182.09475759757,96703.2884404244
201,446.8858960282931,-446.8858960282931,96703.2884404244,96256.4025443961
202,417.09350295974,-417.09350295974,96256.4025443961,95839.30904143635
203,389.28726942909026,973.2181735727256,95839.30904143635,96812.52721500908
204,454.168481000605,-454.168481000605,96812.52721500908,96358.35873400846
205,423.89058226723085,-423.89058226723085,96358.35873400846,95934.46815174124
206,395.6312101160826,989.087704104428,95934.46815174124,96923.55585584567
207,461.57039038971124,-461.57039038971124,96923.55585584567,96461.98546545596
208,430.7990310303974,-430.7990310303974,96461.98546545596,96031.18643442556
209,402.0790956283706,1005.2074272569326,96031.18643442556,97036.39386168249
210,469.0929241121659,1172.7323102804148,97036.39386168249,98209.12617196291
211,547.2750781308607,1368.1981144544056,98209.12617196291,99577.32428641732
212,638.4882857611549,-638.4882857611549,99577.32428641732,98938.83600065617
213,595.9224000437447,-595.9224000437447,98938.83600065617,98342.91360061243
214,556.1942400408287,-556.1942400408287,98342.91360061243,97786.7193605716
215,519.1146240381069,1297.786560095267,97786.7193605716,99084.50592066687
216,605.6337280444578,-605.6337280444578,99084.50592066687,98478.87219262241
217,565.2581461748273,-565.2581461748273,98478.87219262241,97913.61404644758
218,527.5742697631717,-527.5742697631717,97913.61404644758,97386.03977668441
219,492.4026517789607,1231.0066294474018,97386.03977668441,98617.04640613182
220,574.469760408788,1436.184850486471,98617.04640613182,100053.2312566183
221,670.2154171078863,-670.2154171078863,100053.2312566183,99383.01583951041
222,625.5343893006939,-625.5343893006939,99383.01583951041,98757.48145020971
223,583.8320966806476,1459.590701268366,98757.48145020971,100217.07215147807
224,681.1381434318716,1702.8345117400168,100217.07215147807,101919.90666321809
225,794.6604442145394,-794.6604442145394,101919.90666321809,101125.24621900356
226,741.6830812669039,1854.2021775382364,101125.24621900356,102979.44839654179
227,865.2965597694526,-865.2965597694526,102979.44839654179,102114.15183677233
228,807.6101224514889,2019.0196763789597,102114.15183677233,104133.17151315129
229,942.211434210086,-942.211434210086,104133.17151315129,103190.9600789412
230,879.3973385960804,2198.493346490201,103190.9600789412,105389.4534254314
231,1025.963561695427,-1025.963561695427,105389.4534254314,104363.48986373597
232,957.5659909157315,2393.9266651859075,104363.48986373597,106757.41652892188
233,1117.1611019281254,-1117.1611019281254,106757.41652892188,105640.25542699375
234,1042.683695132917,-1042.683695132917,105640.25542699375,104597.57173186084
235,973.1714487907225,-973.1714487907225,104597.57173186084,103624.40028307012
236,908.2933522046748,-908.2933522046748,103624.40028307012,102716.10693086544
237,847.740462057696,2119.36244750973,102716.10693086544,104835.46937837517
238,989.0312918916782,-989.0312918916782,104835.46937837517,103846.4380864835
239,923.0958724322331,2307.728176034437,103846.4380864835,106154.16626251793
240,1076.9444175011954,-1076.9444175011954,106154.16626251793,105077.22184501674
241,1005.1481230011161,-1005.1481230011161,105077.22184501674,104072.07372201563
242,938.1382481343753,-938.1382481343753,104072.07372201563,103133.93547388125
243,875.5956982587503,2188.9949027538178,103133.93547388125,105322.93037663508
244,1021.5286917756719,2553.815862832862,105322.93037663508,107876.74623946795
245,1191.7830826311963,2979.4455388214446,107876.74623946795,110856.19177828939
246,1390.4127852192926,-1390.4127852192926,110856.19177828939,109465.7789930701
247,1297.7185995380064,-1297.7185995380064,109465.7789930701,108168.06039353208
248,1211.2040262354722,3028.028335044554,108168.06039353208,111196.08872857664
249,1413.072581905109,-1413.072581905109,111196.08872857664,109783.01614667152
250,1318.8677431114347,3297.1817669141237,109783.01614667152,113080.19791358564
251,1538.6798609057091,3846.686783604925,113080.19791358564,116926.88469719056
252,1795.1256464793705,4487.800770928443,116926.88469719056,121414.685468119
253,2094.3123645412666,-2094.3123645412666,121414.685468119,119320.37310357773
254,1954.6915402385155,-1954.6915402385155,119320.37310357773,117365.68156333921
255,1824.3787708892808,-1824.3787708892808,117365.68156333921,115541.30279244993
256,1702.7535194966622,-1702.7535194966622,115541.30279244993,113838.54927295327
257,1589.2366181968848,-1589.2366181968848,113838.54927295327,112249.31265475639
258,1483.2875103170925,3708.1997747144146,112249.31265475639,115957.51242947081
259,1730.500828631387,-1730.500828631387,115957.51242947081,114227.01160083943
260,1615.1341067226283,4037.828813755683,114227.01160083943,118264.8404145951
261,1884.3226943063405,4710.80673576585,118264.8404145951,122975.64715036095
262,2198.37647669073,-2198.37647669073,122975.64715036095,120777.27067367022
263,2051.8180449113484,5129.551930444629,120777.27067367022,125906.82260411486
264,2393.7881736076574,-2393.7881736076574,125906.82260411486,123513.0344305072
265,2234.202295367147,-2234.202295367147,123513.0344305072,121278.83213514007
266,2085.2554756760046,-2085.2554756760046,121278.83213514007,119193.57665946406
267,1946.2384439642706,4865.575994859889,119193.57665946406,124059.15265432395
268,2270.6101769549296,5676.525442387324,124059.15265432395,129735.67809671127
269,2649.045206447418,-2649.045206447418,129735.67809671127,127086.63289026385
270,2472.4421926842565,-2472.4421926842565,127086.63289026385,124614.19069757959
271,2307.6127131719722,-2307.6127131719722,124614.19069757959,122306.57798440762
272,2153.7718656271745,-2153.7718656271745,122306.57798440762,120152.80611878044
273,2010.1870745853628,5025.474404509121,120152.80611878044,125178.28052328956
274,2345.2187015526374,5863.039787043911,125178.28052328956,131041.32031033347
275,2736.088020688898,-2736.088020688898,131041.32031033347,128305.23228964457
276,2553.6821526429712,-2553.6821526429712,128305.23228964457,125751.5501370016
277,2383.4366758001065,-2383.4366758001065,125751.5501370016,123368.11346120149
278,2224.5408974134325,5561.37279736244,123368.11346120149,128929.48625856392
279,2595.2990839042614,-2595.2990839042614,128929.48625856392,126334.18717465966
280,2422.279144977311,6055.690882093363,126334.18717465966,132389.87805675302
281,2825.991870450201,-2825.991870450201,132389.87805675302,129563.88618630281
282,2637.5924124201874,-2637.5924124201874,129563.88618630281,126926.29377388263
283,2461.752918258842,-2461.752918258842,126926.29377388263,124464.54085562378
284,2297.6360570415854,-2297.6360570415854,124464.54085562378,122166.9047985822
285,2144.4603199054795,-2144.4603199054795,122166.9047985822,120022.44447867671
286,2001.4962985784475,-2001.4962985784475,120022.44447867671,118020.94818009826
287,1868.0632120065507,4670.17104914864,118020.94818009826,122691.1192292469
288,2179.4079486164605,5448.519871541152,122691.1192292469,128139.63910078806
289,2542.6426067192037,6356.60651679801,128139.63910078806,134496.24561758607
290,2966.416374505738,-2966.416374505738,134496.24561758607,131529.82924308034
291,2768.655282872023,-2768.655282872023,131529.82924308034,128761.17396020833
292,2584.078264013888,-2584.078264013888,128761.17396020833,126177.09569619443
293,2411.8063797462955,6029.502180361162,126177.09569619443,132206.5978765556
294,2813.7731917703736,7034.425839935351,132206.5978765556,139241.02371649095
295,3282.73491443273,-3282.73491443273,139241.02371649095,135958.28880205823
296,3063.8859201372156,-3063.8859201372156,135958.28880205823,132894.402881921
297,2859.626858794734,7149.067146986835,132894.402881921,140043.47002890785
298,3336.231335260523,-3336.231335260523,140043.47002890785,136707.23869364732
299,3113.8159129098212,7784.547063363443,136707.23869364732,144491.78575701077
300,3500.0,-3500.0,144491.78575701077,140991.78575701077
301,3399.452383800718,-3399.452383800718,140991.78575701077,137592.33337321004
302,3172.8222248806696,7932.040947905186,137592.33337321004,145524.37432111523
303,3500.0,-3500.0,145524.37432111523,142024.37432111523
304,3468.291621407682,8670.751475015795,142024.37432111523,150695.12579613103
305,3500.0,8750.006704133193,150695.12579613103,159445.1325002642
306,3500.0,-3500.0,159445.1325002642,155945.1325002642
307,3500.0,8750.006272873585,155945.1325002642,164695.1387731378
308,3500.0,-3500.0,164695.1387731378,161195.1387731378
309,3500.0,-3500.0,161195.1387731378,157695.1387731378
310,3500.0,-3500.0,157695.1387731378,154195.1387731378
311,3500.0,8750.013006897372,154195.1387731378,162945.15178003517
312,3500.0,8750.011561686553,162945.15178003517,171695.16334172172
313,3500.0,8750.005138519811,171695.16334172172,180445.16848024153
314,3500.0,-3500.0,180445.16848024153,176945.16848024153
315,3500.0,-3500.0,176945.16848024153,173445.16848024153
316,3500.0,8749.989946457705,173445.16848024153,182195.15842669923
317,3500.0,8750.0,182195.15842669923,190945.15842669923
318,3500.0,-3500.0,190945.15842669923,187445.15842669923
319,3500.0,-3500.0,187445.15842669923,183945.15842669923
320,3500.0,8750.0,183945.15842669923,192695.15842669923
321,3500.0,-3500.0,192695.15842669923,189195.15842669923
322,3500.0,-3500.0,189195.15842669923,185695.15842669923
323,3500.0,-3500.0,185695.15842669923,182195.15842669923
324,3500.0,-3500.0,182195.15842669923,178695.15842669923
325,3500.0,-3500.0,178695.15842669923,175195.15842669923
326,3500.0,8750.0,175195.15842669923,183945.15842669923
327,3500.0,-3500.0,183945.15842669923,180445.15842669923
328,3500.0,-3500.0,180445.15842669923,176945.15842669923
329,3500.0,8750.0,176945.15842669923,185695.15842669923
330,3500.0,-3500.0,185695.15842669923,182195.15842669923
331,3500.0,8750.0,182195.15842669923,190945.15842669923
332,3500.0,-3500.0,190945.15842669923,187445.15842669923
333,3500.0,-3500.0,187445.15842669923,183945.15842669923
334,3500.0,8750.0,183945.15842669923,192695.15842669923
335,3500.0,-3500.0,192695.15842669923,189195.15842669923
336,3500.0,-3500.0,189195.15842669923,185695.15842669923
337,3500.0,8750.0,185695.15842669923,194445.15842669923
338,3500.0,8750.0,194445.15842669923,203195.15842669923
339,3500.0,-3500.0,203195.15842669923,199695.15842669923
340,3500.0,-3500.0,199695.15842669923,196195.15842669923
341,3500.0,-3500.0,196195.15842669923,192695.15842669923
342,3500.0,-3500.0,192695.15842669923,189195.15842669923
343,3500.0,8750.0,189195.15842669923,197945.15842669923
344,3500.0,8750.0,197945.15842669923,206695.15842669923
345,3500.0,-3500.0,206695.15842669923,203195.15842669923
346,3500.0,8750.0,203195.15842669923,211945.15842669923
347,3500.0,-3500.0,211945.15842669923,208445.15842669923
348,3500.0,-3500.0,208445.15842669923,204945.15842669923
349,3500.0,-3500.0,204945.15842669923,201445.15842669923
350,3500.0,-3500.0,201445.15842669923,197945.15842669923
351,3500.0,-3500.0,197945.15842669923,194445.15842669923
352,3500.0,8750.0,194445.15842669923,203195.15842669923
353,3500.0,-3500.0,203195.15842669923,199695.15842669923
354,3500.0,-3500.0,199695.15842669923,196195.15842669923
355,3500.0,8750.0,196195.15842669923,204945.15842669923
356,3500.0,8750.0,204945.15842669923,213695.15842669923
357,3500.0,8750.0,213695.15842669923,222445.15842669923
358,3500.0,-3500.0,222445.15842669923,218945.15842669923
359,3500.0,-3500.0,218945.15842669923,215445.15842669923
360,3500.0,-3500.0,215445.15842669923,211945.15842669923
361,3500.0,-3500.0,211945.15842669923,208445.15842669923
362,3500.0,-3500.0,208445.15842669923,204945.15842669923
363,3500.0,-3500.0,204945.15842669923,201445.15842669923
364,3500.0,-3500.0,201445.15842669923,197945.15842669923
365,3500.0,-3500.0,197945.15842669923,194445.15842669923
366,3500.0,8750.0,194445.15842669923,203195.15842669923
367,3500.0,8750.0,203195.15842669923,211945.15842669923
368,3500.0,8750.0,211945.15842669923,220695.15842669923
369,3500.0,-3500.0,220695.15842669923,217195.15842669923
370,3500.0,-3500.0,217195.15842669923,213695.15842669923
371,3500.0,-3500.0,213695.15842669923,210195.15842669923
372,3500.0,-3500.0,210195.15842669923,206695.15842669923
373,3500.0,8750.0,206695.15842669923,215445.15842669923
374,3500.0,8750.0,215445.15842669923,224195.15842669923
375,3500.0,-3500.0,224195.15842669923,220695.15842669923
376,3500.0,-3500.0,220695.15842669923,217195.15842669923
377,3500.0,8750.0,217195.15842669923,225945.15842669923
378,3500.0,8750.0,225945.15842669923,234695.15842669923
379,3500.0,8750.0,234695.15842669923,243445.15842669923
380,3500.0,8750.0,243445.15842669923,252195.15842669923
381,3500.0,-3500.0,252195.15842669923,248695.15842669923
382,3500.0,-3500.0,248695.15842669923,245195.15842669923
383,3500.0,-3500.0,245195.15842669923,241695.15842669923
384,3500.0,-3500.0,241695.15842669923,238195.15842669923
385,3500.0,-3500.0,238195.15842669923,234695.15842669923
386,3500.0,8750.0,234695.15842669923,243445.15842669923
387,3500.0,8750.0,243445.15842669923,252195.15842669923
388,3500.0,-3500.0,252195.15842669923,248695.15842669923
389,3500.0,8750.0,248695.15842669923,257445.15842669923
390,3500.0,-3500.0,257445.15842669923,253945.15842669923
391,3500.0,8750.0,253945.15842669923,262695.1584266992
392,3500.0,-3500.0,262695.1584266992,259195.15842669923
393,3500.0,-3500.0,259195.15842669923,255695.15842669923
394,3500.0,8750.0,255695.15842669923,264445.1584266992
395,3500.0,-3500.0,264445.1584266992,260945.15842669923
396,3500.0,-3500.0,260945.15842669923,257445.15842669923
397,3500.0,-3500.0,257445.15842669923,253945.15842669923
398,3500.0,8750.0,253945.15842669923,262695.1584266992
399,3500.0,8750.0,262695.1584266992,271445.1584266992
400,3500.0,-3500.0,271445.1584266992,267945.1584266992
401,3500.0,-3500.0,267945.1584266992,264445.1584266992
402,3500.0,-3500.0,264445.1584266992,260945.15842669923
403,3500.0,-3500.0,260945.15842669923,257445.15842669923
404,3500.0,8750.0,257445.15842669923,266195.1584266992
405,3500.0,-3500.0,266195.1584266992,262695.1584266992
406,3500.0,-3500.0,262695.1584266992,259195.15842669923
407,3500.0,8750.0,259195.15842669923,267945.1584266992
408,3500.0,8750.0,267945.1584266992,276695.1584266992
409,3500.0,-3500.0,276695.1584266992,273195.1584266992
410,3500.0,-3500.0,273195.1584266992,269695.1584266992
411,3500.0,8750.0,269695.1584266992,278445.1584266992
412,3500.0,-3500.0,278445.1584266992,274945.1584266992
413,3500.0,-3500.0,274945.1584266992,271445.1584266992
414,3500.0,-3500.0,271445.1584266992,267945.1584266992
