Trade,Risk ($),P/L ($),Balance Pre ($),Balance Post ($)
98,3500.0,-3500.0,146409.54598528869,142909.54598528869
99,3500.0,-3500.0,142909.54598528869,139409.54598528869
100,3500.0,-3500.0,139409.54598528869,135909.54598528869
101,3500.0,-3500.0,135909.54598528869,132409.54598528869
102,3262.2727680991297,8155.693052081006,132409.54598528869,140565.2390373697
103,3500.0,8750.010616033243,140565.2390373697,149315.24965340295
104,3500.0,-3500.0,149315.24965340295,145815.24965340295
105,3500.0,-3500.0,145815.24965340295,142315.24965340295
106,3500.0,-3500.0,142315.24965340295,138815.24965340295
107,3500.0,-3500.0,138815.24965340295,135315.24965340295
108,3485.78843487715,-3485.78843487715,135315.24965340295,131829.4612185258
109,3217.650862963523,-3217.650862963523,131829.4612185258,128611.81035556228
110,2970.1392581201753,-2970.1392581201753,128611.81035556228,125641.6710974421
111,2741.6670074955464,6854.178103753605,125641.6710974421,132495.8492011957
112,3268.9114770150536,8172.256256015856,132495.8492011957,140668.10545721155
113,3500.0,-3500.0,140668.10545721155,137168.10545721155
114,3500.0,-3500.0,137168.10545721155,133668.10545721155
115,3359.0850351701197,8397.70123406483,133668.10545721155,142065.80669127638
116,3500.0,-3500.0,142065.80669127638,138565.80669127638
117,3500.0,8749.988930846253,138565.80669127638,147315.79562212262
118,3500.0,-3500.0,147315.79562212262,143815.79562212262
119,3500.0,8749.999999999998,143815.79562212262,152565.79562212262
120,3500.0,8749.972381067617,152565.79562212262,161315.76800319023
121,3500.0,-3500.0,161315.76800319023,157815.76800319023
122,3500.0,-3500.0,157815.76800319023,154315.76800319023
123,3500.0,-3500.0,154315.76800319023,150815.76800319023
124,3500.0,-3500.0,150815.76800319023,147315.76800319023
125,3500.0,-3500.0,147315.76800319023,143815.76800319023
126,3500.0,-3500.0,143815.76800319023,140315.76800319023
127,3500.0,-3500.0,140315.76800319023,136815.76800319023
128,3500.0,-3500.0,136815.76800319023,133315.76800319023
129,3331.982154091556,-3331.982154091556,133315.76800319023,129983.78584909867
130,3075.6758345460516,-3075.6758345460516,129983.78584909867,126908.11001455261
131,2839.0853857348166,-2839.0853857348166,126908.11001455261,124069.0246288178
132,2620.694202216754,-2620.694202216754,124069.0246288178,121448.33042660105
133,2419.102340507773,-2419.102340507773,121448.33042660105,119029.22808609328
134,2233.0175450840984,-2233.0175450840984,119029.22808609328,116796.21054100918
135,2061.2469646930135,-2061.2469646930135,116796.21054100918,114734.96357631616
136,1902.6895058704742,-1902.6895058704742,114734.96357631616,112832.2740704457
137,1756.328774649669,4390.821936624172,112832.2740704457,117223.09600706986
138,2094.0843082361434,5235.200882106115,117223.09600706986,122458.29688917598
139,2496.7920683981524,-2496.7920683981524,122458.29688917598,119961.50482077783
140,2304.7311400598333,-2304.7311400598333,119961.50482077783,117656.773680718
141,2127.444129286,-2127.444129286,117656.773680718,115529.329551432
142,1963.794580879385,-1963.794580879385,115529.329551432,113565.53497055262
143,1812.7334592732782,-1812.7334592732782,113565.53497055262,111752.80151127934
144,1673.2924239445642,-1673.2924239445642,111752.80151127934,110079.50908733477
145,1544.5776221026742,3861.417596438286,110079.50908733477,113940.92668377305
146,1841.6097449056194,-1841.6097449056194,113940.92668377305,112099.31693886743
147,1699.947456835956,-1699.947456835956,112099.31693886743,110399.36948203147
148,1569.1822678485746,-1569.1822678485746,110399.36948203147,108830.1872141829
149,1448.4759395525302,-1448.4759395525302,108830.1872141829,107381.71127463036
150,1337.0547134331048,-1337.0547134331048,107381.71127463036,106044.65656119726
151,1234.2043508613278,-1234.2043508613278,106044.65656119726,104810.45221033593
152,1139.2655546412257,-1139.2655546412257,104810.45221033593,103671.1866556947
153,1051.6297427457466,2629.0820003000563,103671.1866556947,106300.26865599476
154,1253.8668196919048,-1253.8668196919048,106300.26865599476,105046.40183630286
155,1157.4155258694507,-1157.4155258694507,105046.40183630286,103888.9863104334
156,1068.3835623410314,-1068.3835623410314,103888.9863104334,102820.60274809238
157,986.2002113917216,-986.2002113917216,102820.60274809238,101834.40253670065
158,910.3386566692811,-910.3386566692811,101834.40253670065,100924.06388003138
159,840.3126061562597,-840.3126061562597,100924.06388003138,100083.75127387511
160,775.67317491347,-775.67317491347,100083.75127387511,99308.07809896165
161,716.0060076124344,1790.015019031086,99308.07809896165,101098.09311799273
162,853.6994706148253,-853.6994706148253,101098.09311799273,100244.3936473779
163,788.030280567531,-788.030280567531,100244.3936473779,99456.36336681037
164,727.412566677721,-727.412566677721,99456.36336681037,98728.95080013265
165,671.4577538563574,-671.4577538563574,98728.95080013265,98057.49304627629
166,619.8071574058681,-619.8071574058681,98057.49304627629,97437.68588887042
167,572.1296837592628,-572.1296837592628,97437.68588887042,96865.55620511115
168,528.1197080854729,-528.1197080854729,96865.55620511115,96337.43649702567
169,487.49511515582094,-487.49511515582094,96337.43649702567,95849.94138186985
170,449.99549091306557,-449.99549091306557,95849.94138186985,95399.94589095679
171,415.3804531505224,-415.3804531505224,95399.94589095679,94984.56543780628
172,383.42811060048274,-383.42811060048274,94984.56543780628,94601.1373272058
173,353.9336405542921,884.8341013857304,94601.1373272058,95485.97142859153
174,421.9978021993481,1054.9999286587552,95485.97142859153,96540.97135725028
175,503.1516428654062,-503.1516428654062,96540.97135725028,96037.81971438488
176,464.4476703372985,-464.4476703372985,96037.81971438488,95573.37204404759
177,428.7209264651991,1071.7968897279618,95573.37204404759,96645.16893377555
178,511.1668410596579,1277.9113515764748,96645.16893377555,97923.08028535203
179,609.4677142578483,-609.4677142578483,97923.08028535203,97313.61257109419
180,562.5855823918604,-562.5855823918604,97313.61257109419,96751.02698870233
181,519.3097683617178,-519.3097683617178,96751.02698870233,96231.71722034061
182,479.3628631031237,-479.3628631031237,96231.71722034061,95752.35435723749
183,442.48879671057625,1106.2219917764405,95752.35435723749,96858.57634901394
184,527.5827960779951,1318.9569901949878,96858.57634901394,98177.53333920892
185,629.0410260929941,-629.0410260929941,98177.53333920892,97548.49231311593
186,580.6532548550715,-580.6532548550715,97548.49231311593,96967.83905826086
187,535.9876198662197,-535.9876198662197,96967.83905826086,96431.85143839463
188,494.75780295343316,-494.75780295343316,96431.85143839463,95937.0936354412
189,456.6995104185536,-456.6995104185536,95937.0936354412,95480.39412502265
190,421.56877884789606,-421.56877884789606,95480.39412502265,95058.82534617475
191,389.1404112442117,972.8407567593376,95058.82534617475,96031.66610293409
192,463.97431561031465,-463.97431561031465,96031.66610293409,95567.69178732377
193,428.28398364028993,1070.7205366256358,95567.69178732377,96638.41232394941
194,510.6471018422621,-510.6471018422621,96638.41232394941,96127.76522210715
195,471.36655554670364,-471.36655554670364,96127.76522210715,95656.39866656045
196,435.1075897354189,-435.1075897354189,95656.39866656045,95221.29107682503
197,401.6377751403869,1004.0892959001909,95221.29107682503,96225.38037272522
198,478.87541328655567,1197.1721845098336,96225.38037272522,97422.55255723506
199,570.9655813257739,-570.9655813257739,97422.55255723506,96851.58697590929
200,527.0451519930223,-527.0451519930223,96851.58697590929,96324.54182391627
201,486.5032172243283,-486.5032172243283,96324.54182391627,95838.03860669195
202,449.07989282245734,-449.07989282245734,95838.03860669195,95388.95871386949
203,414.5352856822686,1036.3382142056714,95388.95871386949,96425.29692807516
204,494.25360985193515,-494.25360985193515,96425.29692807516,95931.04331822322
205,456.23410140178635,-456.23410140178635,95931.04331822322,95474.80921682144
206,421.1391705247258,1052.85822915873,95474.80921682144,96527.66744598016
207,502.12826507539677,-502.12826507539677,96527.66744598016,96025.53918090476
208,463.5030139157506,-463.5030139157506,96025.53918090476,95562.03616698901
209,427.84893592223165,1069.632648921668,95562.03616698901,96631.66881591069
210,510.1283704546681,1275.32092613667,96631.66881591069,97906.98974204736
211,608.229980157489,1520.5865299920197,97906.98974204736,99427.57627203938
212,725.1981747722602,-725.1981747722602,99427.57627203938,98702.37809726712
213,669.4136997897787,-669.4136997897787,98702.37809726712,98032.96439747735
214,617.9203382674884,-617.9203382674884,98032.96439747735,97415.04405920986
215,570.3880045546047,1425.9700113865117,97415.04405920986,98841.01407059637
216,680.0780054304901,-680.0780054304901,98841.01407059637,98160.93606516588
217,627.7643127050676,-627.7643127050676,98160.93606516588,97533.17175246081
218,579.4747501892931,-579.4747501892931,97533.17175246081,96953.69700227151
219,534.8997694055008,1337.249423513752,96953.69700227151,98290.94642578527
220,637.7651096757897,1594.4243749809048,98290.94642578527,99885.37080076618
221,760.4131385204752,-760.4131385204752,99885.37080076618,99124.9576622457
222,701.9198201727457,-701.9198201727457,99124.9576622457,98423.03784207295
223,647.9259878517657,1619.8265774617955,98423.03784207295,100042.86441953474
224,772.5280322719034,1931.307778494392,100042.86441953474,101974.17219802913
225,921.0901690791641,-921.0901690791641,101974.17219802913,101053.08202894997
226,850.2370791499975,2125.586363505504,101053.08202894997,103178.66839245547
227,1013.7437224965744,-1013.7437224965744,103178.66839245547,102164.9246699589
228,935.7634361506845,2339.4020672861307,102164.9246699589,104504.32673724504
229,1115.7174413265411,-1115.7174413265411,104504.32673724504,103388.60929591849
230,1029.8930227629608,2574.732556907402,103388.60929591849,105963.34185282589
231,1227.9493732942994,-1227.9493732942994,105963.34185282589,104735.3924795316
232,1133.4917291947384,2833.74315820471,104735.3924795316,107569.13563773631
233,1351.4719721335625,-1351.4719721335625,107569.13563773631,106217.66366560275
234,1247.5125896617503,-1247.5125896617503,106217.66366560275,104970.151075941
235,1151.5500827646924,-1151.5500827646924,104970.151075941,103818.60099317631
236,1062.9693071674085,-1062.9693071674085,103818.60099317631,102755.6316860089
237,981.2024373853,2453.019163615069,102755.6316860089,105208.65084962397
238,1169.896219201844,-1169.896219201844,105208.65084962397,104038.75463042213
239,1079.904202340164,2699.7470464167236,104038.75463042213,106738.50167683886
240,1287.5770520645276,-1287.5770520645276,106738.50167683886,105450.92462477433
241,1188.5326634441792,-1188.5326634441792,105450.92462477433,104262.39196133016
242,1097.1070739484735,-1097.1070739484735,104262.39196133016,103165.28488738168
243,1012.7142221062834,2531.792098277132,103165.28488738168,105697.07698565882
244,1207.4674604352936,3018.6617166415667,105697.07698565882,108715.73870230038
245,1439.6722078692603,3599.1658210411706,108715.73870230038,112314.90452334155
246,1716.5311171801195,-1716.5311171801195,112314.90452334155,110598.37340616144
247,1584.4902620124183,-1584.4902620124183,110598.37340616144,109013.88314414902
248,1462.6063957037707,3656.538050796895,109013.88314414902,112670.42119494591
249,1743.8785534573778,-1743.8785534573778,112670.42119494591,110926.54264148853
250,1609.7340493452716,4024.350269239709,110926.54264148853,114950.89291072825
251,1919.2994546714035,4798.23258472937,114950.89291072825,119749.12549545761
252,2288.394268881355,5720.968659890402,119749.12549545761,125470.09415534802
253,2728.468781180617,-2728.468781180617,125470.09415534802,122741.6253741674
254,2518.586567243646,-2518.586567243646,122741.6253741674,120223.03880692375
255,2324.8491389941346,-2324.8491389941346,120223.03880692375,117898.18966792962
256,2146.01458984074,-2146.01458984074,117898.18966792962,115752.17507808888
257,1980.9365444683756,-1980.9365444683756,115752.17507808888,113771.2385336205
258,1828.5568102785003,4571.368601679722,113771.2385336205,118342.60713530023
259,2180.200548869249,-2180.200548869249,118342.60713530023,116162.40658643098
260,2012.4928143408447,5031.223995208001,116162.40658643098,121193.63058163898
261,2399.5100447414598,5998.775111853648,121193.63058163898,127192.40569349263
262,2860.954284114818,-2860.954284114818,127192.40569349263,124331.45140937781
263,2640.880877644447,6602.210969725962,124331.45140937781,130933.66237910377
264,3148.743259931059,-3148.743259931059,130933.66237910377,127784.91911917271
265,2906.5322399363627,-2906.5322399363627,127784.91911917271,124878.38687923635
266,2682.9528368643346,-2682.9528368643346,124878.38687923635,122195.43404237201
267,2476.5718494132316,6191.404027302214,122195.43404237201,128386.83806967422
268,2952.833697667248,7382.08424416812,128386.83806967422,135768.92231384234
269,3500.0,-3500.0,135768.92231384234,132268.92231384234
270,3251.455562603257,-3251.455562603257,132268.92231384234,129017.46675123909
271,3001.343596249161,-3001.343596249161,129017.46675123909,126016.12315498992
272,2770.471011922302,-2770.471011922302,126016.12315498992,123245.65214306762
273,2557.357857159048,6393.403189588229,123245.65214306762,129639.05533265584
274,3049.158102511988,7622.886198280579,129639.05533265584,137261.94153093643
275,3500.0,-3500.0,137261.94153093643,133761.94153093643
276,3366.3031946874175,-3366.3031946874175,133761.94153093643,130395.63833624902
277,3107.3567950960783,-3107.3567950960783,130395.63833624902,127288.28154115294
278,2868.3293493194574,7170.849875463933,127288.28154115294,134459.13141661687
279,3419.9331858936057,-3419.9331858936057,134459.13141661687,131039.19823072327
280,3156.861402363328,7892.144408692063,131039.19823072327,138931.34263941532
281,3500.0,-3500.0,138931.34263941532,135431.34263941532
282,3494.718664570409,-3494.718664570409,135431.34263941532,131936.6239748449
283,3225.8941519111463,-3225.8941519111463,131936.6239748449,128710.72982293376
284,2977.7484479179816,-2977.7484479179816,128710.72982293376,125732.98137501578
285,2748.6908750012135,-2748.6908750012135,125732.98137501578,122984.29050001457
286,2537.2531153857362,-2537.2531153857362,122984.29050001457,120447.03738462883
287,2342.0797988176023,5855.215819750046,120447.03738462883,126302.25320437887
288,2792.4810157214515,6981.202539303629,126302.25320437887,133283.45574368248
289,3329.4965956678834,8323.741489169708,133283.45574368248,141607.1972328522
290,3500.0,-3500.0,141607.1972328522,138107.1972328522
291,3500.0,-3500.0,138107.1972328522,134607.1972328522
292,3431.3228640655534,-3431.3228640655534,134607.1972328522,131175.87436878664
293,3167.374951445126,7918.41929606665,131175.87436878664,139094.2936648533
294,3500.0,8749.991119320806,139094.2936648533,147844.2847841741
295,3500.0,-3500.0,147844.2847841741,144344.2847841741
296,3500.0,-3500.0,144344.2847841741,140844.2847841741
297,3500.0,8750.0,140844.2847841741,149594.2847841741
298,3500.0,-3500.0,149594.2847841741,146094.2847841741
299,3500.0,8750.00818410973,146094.2847841741,154844.29296828381
300,3500.0,-3500.0,154844.29296828381,151344.29296828381
301,3500.0,-3500.0,151344.29296828381,147844.29296828381
302,3500.0,8749.983878694084,147844.29296828381,156594.2768469779
303,3500.0,-3500.0,156594.2768469779,153094.2768469779
304,3500.0,8750.022626482036,153094.2768469779,161844.29947345995
305,3500.0,8750.006704133193,161844.29947345995,170594.30617759313
306,3500.0,-3500.0,170594.30617759313,167094.30617759313
307,3500.0,8750.006272873585,167094.30617759313,175844.3124504667
308,3500.0,-3500.0,175844.3124504667,172344.3124504667
309,3500.0,-3500.0,172344.3124504667,168844.3124504667
310,3500.0,-3500.0,168844.3124504667,165344.3124504667
311,3500.0,8750.013006897372,165344.3124504667,174094.3254573641
312,3500.0,8750.011561686553,174094.3254573641,182844.33701905064
313,3500.0,8750.005138519811,182844.33701905064,191594.34215757044
314,3500.0,-3500.0,191594.34215757044,188094.34215757044
315,3500.0,-3500.0,188094.34215757044,184594.34215757044
316,3500.0,8749.989946457705,184594.34215757044,193344.33210402814
317,3500.0,8750.0,193344.33210402814,202094.33210402814
318,3500.0,-3500.0,202094.33210402814,198594.33210402814
319,3500.0,-3500.0,198594.33210402814,195094.33210402814
320,3500.0,8750.0,195094.33210402814,203844.33210402814
321,3500.0,-3500.0,203844.33210402814,200344.33210402814
322,3500.0,-3500.0,200344.33210402814,196844.33210402814
323,3500.0,-3500.0,196844.33210402814,193344.33210402814
324,3500.0,-3500.0,193344.33210402814,189844.33210402814
325,3500.0,-3500.0,189844.33210402814,186344.33210402814
326,3500.0,8750.0,186344.33210402814,195094.33210402814
327,3500.0,-3500.0,195094.33210402814,191594.33210402814
328,3500.0,-3500.0,191594.33210402814,188094.33210402814
329,3500.0,8750.0,188094.33210402814,196844.33210402814
330,3500.0,-3500.0,196844.33210402814,193344.33210402814
331,3500.0,8750.0,193344.33210402814,202094.33210402814
332,3500.0,-3500.0,202094.33210402814,198594.33210402814
333,3500.0,-3500.0,198594.33210402814,195094.33210402814
334,3500.0,8750.0,195094.33210402814,203844.33210402814
335,3500.0,-3500.0,203844.33210402814,200344.33210402814
336,3500.0,-3500.0,200344.33210402814,196844.33210402814
337,3500.0,8750.0,196844.33210402814,205594.33210402814
338,3500.0,8750.0,205594.33210402814,214344.33210402814
339,3500.0,-3500.0,214344.33210402814,210844.33210402814
340,3500.0,-3500.0,210844.33210402814,207344.33210402814
341,3500.0,-3500.0,207344.33210402814,203844.33210402814
342,3500.0,-3500.0,203844.33210402814,200344.33210402814
343,3500.0,8750.0,200344.33210402814,209094.33210402814
344,3500.0,8750.0,209094.33210402814,217844.33210402814
345,3500.0,-3500.0,217844.33210402814,214344.33210402814
346,3500.0,8750.0,214344.33210402814,223094.33210402814
347,3500.0,-3500.0,223094.33210402814,219594.33210402814
348,3500.0,-3500.0,219594.33210402814,216094.33210402814
349,3500.0,-3500.0,216094.33210402814,212594.33210402814
350,3500.0,-3500.0,212594.33210402814,209094.33210402814
351,3500.0,-3500.0,209094.33210402814,205594.33210402814
352,3500.0,8750.0,205594.33210402814,214344.33210402814
353,3500.0,-3500.0,214344.33210402814,210844.33210402814
354,3500.0,-3500.0,210844.33210402814,207344.33210402814
355,3500.0,8750.0,207344.33210402814,216094.33210402814
356,3500.0,8750.0,216094.33210402814,224844.33210402814
357,3500.0,8750.0,224844.33210402814,233594.33210402814
358,3500.0,-3500.0,233594.33210402814,230094.33210402814
359,3500.0,-3500.0,230094.33210402814,226594.33210402814
360,3500.0,-3500.0,226594.33210402814,223094.33210402814
361,3500.0,-3500.0,223094.33210402814,219594.33210402814
362,3500.0,-3500.0,219594.33210402814,216094.33210402814
363,3500.0,-3500.0,216094.33210402814,212594.33210402814
364,3500.0,-3500.0,212594.33210402814,209094.33210402814
365,3500.0,-3500.0,209094.33210402814,205594.33210402814
366,3500.0,8750.0,205594.33210402814,214344.33210402814
367,3500.0,8750.0,214344.33210402814,223094.33210402814
368,3500.0,8750.0,223094.33210402814,231844.33210402814
369,3500.0,-3500.0,231844.33210402814,228344.33210402814
370,3500.0,-3500.0,228344.33210402814,224844.33210402814
371,3500.0,-3500.0,224844.33210402814,221344.33210402814
372,3500.0,-3500.0,221344.33210402814,217844.33210402814
373,3500.0,8750.0,217844.33210402814,226594.33210402814
374,3500.0,8750.0,226594.33210402814,235344.33210402814
375,3500.0,-3500.0,235344.33210402814,231844.33210402814
376,3500.0,-3500.0,231844.33210402814,228344.33210402814
377,3500.0,8750.0,228344.33210402814,237094.33210402814
378,3500.0,8750.0,237094.33210402814,245844.33210402814
379,3500.0,8750.0,245844.33210402814,254594.33210402814
380,3500.0,8750.0,254594.33210402814,263344.33210402814
381,3500.0,-3500.0,263344.33210402814,259844.33210402814
382,3500.0,-3500.0,259844.33210402814,256344.33210402814
383,3500.0,-3500.0,256344.33210402814,252844.33210402814
384,3500.0,-3500.0,252844.33210402814,249344.33210402814
385,3500.0,-3500.0,249344.33210402814,245844.33210402814
386,3500.0,8750.0,245844.33210402814,254594.33210402814
387,3500.0,8750.0,254594.33210402814,263344.33210402814
388,3500.0,-3500.0,263344.33210402814,259844.33210402814
389,3500.0,8750.0,259844.33210402814,268594.33210402814
390,3500.0,-3500.0,268594.33210402814,265094.33210402814
391,3500.0,8750.0,265094.33210402814,273844.33210402814
392,3500.0,-3500.0,273844.33210402814,270344.33210402814
393,3500.0,-3500.0,270344.33210402814,266844.33210402814
394,3500.0,8750.0,266844.33210402814,275594.33210402814
395,3500.0,-3500.0,275594.33210402814,272094.33210402814
396,3500.0,-3500.0,272094.33210402814,268594.33210402814
397,3500.0,-3500.0,268594.33210402814,265094.33210402814
398,3500.0,8750.0,265094.33210402814,273844.33210402814
399,3500.0,8750.0,273844.33210402814,282594.33210402814
400,3500.0,-3500.0,282594.33210402814,279094.33210402814
401,3500.0,-3500.0,279094.33210402814,275594.33210402814
402,3500.0,-3500.0,275594.33210402814,272094.33210402814
403,3500.0,-3500.0,272094.33210402814,268594.33210402814
404,3500.0,8750.0,268594.33210402814,277344.33210402814
405,3500.0,-3500.0,277344.33210402814,273844.33210402814
406,3500.0,-3500.0,273844.33210402814,270344.33210402814
407,3500.0,8750.0,270344.33210402814,279094.33210402814
408,3500.0,8750.0,279094.33210402814,287844.33210402814
409,3500.0,-3500.0,287844.33210402814,284344.33210402814
410,3500.0,-3500.0,284344.33210402814,280844.33210402814
411,3500.0,8750.0,280844.33210402814,289594.33210402814
412,3500.0,-3500.0,289594.33210402814,286094.33210402814
413,3500.0,-3500.0,286094.33210402814,282594.33210402814
414,3500.0,-3500.0,282594.33210402814,279094.33210402814
415,3500.0,8750.0,279094.33210402814,287844.33210402814
416,3500.0,-3500.0,287844.33210402814,284344.33210402814
417,3500.0,8750.0,284344.33210402814,293094.33210402814
418,3500.0,-3500.0,293094.33210402814,289594.33210402814
419,3500.0,-3500.0,289594.33210402814,286094.33210402814
420,3500.0,-3500.0,286094.33210402814,282594.33210402814
421,3500.0,-3500.0,282594.33210402814,279094.33210402814
422,3500.0,8750.0,279094.33210402814,287844.33210402814
