time,open,high,low,close
2023-12-18T15:00:00+01:00,16672.15,16696.75,16652.75,16677.75
2023-12-18T15:45:00+01:00,16677.75,16724.05,16663.25,16720.55
2023-12-18T16:30:00+01:00,16722.3,16722.8,16676.55,16700.8
2023-12-18T17:15:00+01:00,16700.8,16734.05,16700.8,16724.8
2023-12-18T18:00:00+01:00,16725.05,16757.05,16725.05,16746.35
2023-12-18T18:45:00+01:00,16745.85,16772.5,16741.35,16768.25
2023-12-18T19:30:00+01:00,16769.75,16784.75,16762.0,16780.25
2023-12-18T20:15:00+01:00,16781.25,16793.5,16769.0,16779.5
2023-12-18T21:00:00+01:00,16780.5,16791.75,16767.35,16772.6
2023-12-18T21:45:00+01:00,16772.1,16782.1,16733.05,16741.55
2023-12-18T22:30:00+01:00,16742.05,16744.3,16738.3,16742.55
2023-12-19T00:00:00+01:00,16735.75,16747.4,16735.5,16743.4
2023-12-19T00:45:00+01:00,16743.65,16745.9,16737.15,16742.15
2023-12-19T01:30:00+01:00,16742.15,16743.9,16736.65,16738.4
2023-12-19T02:15:00+01:00,16738.15,16741.9,16730.65,16741.9
2023-12-19T03:00:00+01:00,16741.9,16749.4,16739.9,16746.4
2023-12-19T03:45:00+01:00,16746.4,16757.9,16742.9,16753.9
2023-12-19T04:30:00+01:00,16753.15,16755.65,16740.9,16743.15
2023-12-19T05:15:00+01:00,16743.15,16750.15,16743.15,16748.15
2023-12-19T06:00:00+01:00,16747.9,16753.65,16747.4,16750.65
2023-12-19T06:45:00+01:00,16750.9,16754.4,16737.9,16741.9
2023-12-19T07:30:00+01:00,16741.9,16748.9,16737.65,16741.4
2023-12-19T08:15:00+01:00,16741.65,16753.9,16739.9,16743.9
2023-12-19T09:00:00+01:00,16745.65,16768.15,16744.4,16762.15
2023-12-19T09:45:00+01:00,16761.4,16769.15,16755.65,16761.25
2023-12-19T10:30:00+01:00,16761.5,16767.25,16758.25,16762.5
2023-12-19T11:15:00+01:00,16761.75,16767.0,16759.0,16764.75
2023-12-19T12:00:00+01:00,16765.25,16778.25,16756.5,16776.0
2023-12-19T12:45:00+01:00,16775.75,16806.25,16767.0,16778.0
2023-12-19T13:30:00+01:00,16777.75,16791.75,16773.75,16788.0
2023-12-19T14:15:00+01:00,16788.25,16789.75,16768.5,16776.0
2023-12-19T15:00:00+01:00,16776.0,16812.25,16763.15,16805.0
2023-12-19T15:45:00+01:00,16806.75,16814.5,16772.75,16808.75
2023-12-19T16:30:00+01:00,16810.0,16829.75,16782.75,16824.1
2023-12-19T17:15:00+01:00,16823.85,16826.85,16797.1,16797.6
2023-12-19T18:00:00+01:00,16797.85,16810.75,16783.75,16810.75
2023-12-19T18:45:00+01:00,16811.0,16819.75,16783.5,16808.75
2023-12-19T19:30:00+01:00,16810.0,16827.0,16799.75,16814.75
2023-12-19T20:15:00+01:00,16815.0,16825.25,16809.5,16817.35
2023-12-19T21:00:00+01:00,16816.85,16824.85,16802.35,16817.85
2023-12-19T21:45:00+01:00,16817.1,16846.35,16807.35,16840.25
