time,open,high,low,close
2023-11-03T16:00:00+01:00,1.07197,1.07354,1.07155,1.07321
2023-11-03T17:00:00+01:00,1.07321,1.07393,1.07253,1.07392
2023-11-03T18:00:00+01:00,1.07392,1.07467,1.07307,1.07366
2023-11-03T19:00:00+01:00,1.07366,1.07398,1.07325,1.07358
2023-11-03T20:00:00+01:00,1.07358,1.07374,1.07224,1.07247
2023-11-03T21:00:00+01:00,1.07247,1.0732599999999999,1.07241,1.07277
2023-11-05T23:00:00+01:00,1.07215,1.07262,1.07215,1.07255
2023-11-06T00:00:00+01:00,1.07255,1.07335,1.07237,1.07313
2023-11-06T01:00:00+01:00,1.07313,1.07322,1.07228,1.07243
2023-11-06T02:00:00+01:00,1.07243,1.07294,1.07222,1.07283
2023-11-06T03:00:00+01:00,1.07283,1.07334,1.07263,1.07329
2023-11-06T04:00:00+01:00,1.07329,1.0734299999999999,1.0731,1.0734299999999999
2023-11-06T05:00:00+01:00,1.0734299999999999,1.07376,1.07339,1.07357
2023-11-06T06:00:00+01:00,1.07357,1.07388,1.0733,1.07355
2023-11-06T07:00:00+01:00,1.07355,1.074,1.0734299999999999,1.07359
2023-11-06T08:00:00+01:00,1.07359,1.07438,1.07319,1.0733
2023-11-06T09:00:00+01:00,1.0733,1.07563,1.07315,1.07502
2023-11-06T10:00:00+01:00,1.07502,1.07562,1.07425,1.07471
2023-11-06T11:00:00+01:00,1.07471,1.07557,1.07451,1.07484
2023-11-06T12:00:00+01:00,1.07484,1.0754,1.0744,1.07515
2023-11-06T13:00:00+01:00,1.07515,1.07542,1.07389,1.07436
2023-11-06T14:00:00+01:00,1.07436,1.07447,1.0735,1.07374
2023-11-06T15:00:00+01:00,1.07374,1.07459,1.07361,1.07388
2023-11-06T16:00:00+01:00,1.07388,1.07441,1.0726,1.07436
2023-11-06T17:00:00+01:00,1.07436,1.07493,1.074,1.0746
2023-11-06T18:00:00+01:00,1.0746,1.0746,1.07336,1.07354
2023-11-06T19:00:00+01:00,1.07354,1.07369,1.07289,1.07357
2023-11-06T20:00:00+01:00,1.07357,1.0737,1.0722,1.07242
2023-11-06T21:00:00+01:00,1.07242,1.07242,1.07192,1.07197
2023-11-06T22:00:00+01:00,1.07197,1.07206,1.07163,1.07172
2023-11-06T23:00:00+01:00,1.07172,1.07214,1.07137,1.07205
2023-11-07T00:00:00+01:00,1.07205,1.0722099999999999,1.07176,1.07182
2023-11-07T01:00:00+01:00,1.07182,1.07194,1.07115,1.07139
2023-11-07T02:00:00+01:00,1.07139,1.07139,1.07079,1.07103
2023-11-07T03:00:00+01:00,1.07103,1.07125,1.0706,1.07112
2023-11-07T04:00:00+01:00,1.07112,1.0714,1.07076,1.0709
2023-11-07T05:00:00+01:00,1.0709,1.07111,1.07052,1.07066
2023-11-07T06:00:00+01:00,1.07066,1.07108,1.07052,1.07104
2023-11-07T07:00:00+01:00,1.07104,1.07116,1.07,1.07006
2023-11-07T08:00:00+01:00,1.07006,1.07013,1.06918,1.06968
2023-11-07T09:00:00+01:00,1.06968,1.07063,1.06949,1.07037
2023-11-07T10:00:00+01:00,1.07037,1.07039,1.0683,1.06836
2023-11-07T11:00:00+01:00,1.06836,1.06976,1.0680399999999999,1.06815
2023-11-07T12:00:00+01:00,1.06815,1.06832,1.0665499999999999,1.06738
2023-11-07T13:00:00+01:00,1.06738,1.06847,1.06738,1.06787
2023-11-07T14:00:00+01:00,1.06787,1.06867,1.06721,1.06759
2023-11-07T15:00:00+01:00,1.06759,1.06769,1.0664,1.0675999999999999
2023-11-07T16:00:00+01:00,1.0675999999999999,1.06898,1.06738,1.06849
2023-11-07T17:00:00+01:00,1.06849,1.06928,1.06832,1.06858
2023-11-07T18:00:00+01:00,1.06858,1.06863,1.06725,1.06773
2023-11-07T19:00:00+01:00,1.06773,1.06997,1.0675999999999999,1.06988
2023-11-07T20:00:00+01:00,1.06988,1.07048,1.0694,1.06951
2023-11-07T21:00:00+01:00,1.06951,1.06983,1.06895,1.06947
2023-11-07T22:00:00+01:00,1.06947,1.0701,1.06946,1.06997
2023-11-07T23:00:00+01:00,1.06997,1.06998,1.06938,1.0697699999999999
2023-11-08T00:00:00+01:00,1.0697699999999999,1.06996,1.06952,1.06956
2023-11-08T01:00:00+01:00,1.06956,1.0697699999999999,1.06895,1.06902
2023-11-08T02:00:00+01:00,1.06902,1.0694,1.06863,1.06918
2023-11-08T03:00:00+01:00,1.06918,1.06991,1.06891,1.06935
2023-11-08T04:00:00+01:00,1.06935,1.06958,1.06884,1.0689899999999999
2023-11-08T05:00:00+01:00,1.0689899999999999,1.06927,1.06885,1.0692
2023-11-08T06:00:00+01:00,1.0692,1.06929,1.06853,1.06861
2023-11-08T07:00:00+01:00,1.06861,1.0688,1.06812,1.06816
2023-11-08T08:00:00+01:00,1.06816,1.06842,1.06754,1.06802
2023-11-08T09:00:00+01:00,1.06802,1.06828,1.06712,1.06724
2023-11-08T10:00:00+01:00,1.06724,1.06742,1.06602,1.06651
2023-11-08T11:00:00+01:00,1.06651,1.06689,1.06592,1.06681
2023-11-08T12:00:00+01:00,1.06681,1.06778,1.06681,1.0677
2023-11-08T13:00:00+01:00,1.0677,1.06772,1.06669,1.06681
2023-11-08T14:00:00+01:00,1.06681,1.06726,1.066,1.06692
2023-11-08T15:00:00+01:00,1.06692,1.06923,1.06689,1.06903
2023-11-08T16:00:00+01:00,1.06903,1.07076,1.06826,1.07051
2023-11-08T17:00:00+01:00,1.07051,1.0715999999999999,1.07035,1.07144
2023-11-08T18:00:00+01:00,1.07144,1.07146,1.0701,1.07077
2023-11-08T19:00:00+01:00,1.07077,1.07141,1.0702099999999999,1.07092
2023-11-08T20:00:00+01:00,1.07092,1.07107,1.0701,1.0702099999999999
2023-11-08T21:00:00+01:00,1.0702099999999999,1.07108,1.06999,1.07097
2023-11-08T22:00:00+01:00,1.07097,1.0711,1.07084,1.0709
2023-11-08T23:00:00+01:00,1.0709,1.07098,1.07025,1.07069
2023-11-09T00:00:00+01:00,1.07069,1.07112,1.0706499999999999,1.07111
2023-11-09T01:00:00+01:00,1.07111,1.07127,1.07023,1.07033
2023-11-09T02:00:00+01:00,1.07033,1.07146,1.07028,1.0712
2023-11-09T03:00:00+01:00,1.0712,1.07156,1.07089,1.07096
2023-11-09T04:00:00+01:00,1.07096,1.07114,1.07064,1.07079
2023-11-09T05:00:00+01:00,1.07079,1.07118,1.07079,1.0709
2023-11-09T06:00:00+01:00,1.0709,1.07101,1.0702099999999999,1.07025
2023-11-09T07:00:00+01:00,1.07025,1.07096,1.07013,1.07074
2023-11-09T08:00:00+01:00,1.07074,1.07094,1.07025,1.07052
2023-11-09T09:00:00+01:00,1.07052,1.07097,1.06934,1.07016
2023-11-09T10:00:00+01:00,1.07016,1.07046,1.06941,1.0697699999999999
2023-11-09T11:00:00+01:00,1.0697699999999999,1.06996,1.06849,1.06866
2023-11-09T12:00:00+01:00,1.06866,1.0692,1.068,1.06883
2023-11-09T13:00:00+01:00,1.06883,1.06927,1.06872,1.06903
2023-11-09T14:00:00+01:00,1.06903,1.07088,1.06865,1.07075
2023-11-09T15:00:00+01:00,1.07075,1.07255,1.07001,1.07241
2023-11-09T16:00:00+01:00,1.07241,1.07247,1.07075,1.0715
2023-11-09T17:00:00+01:00,1.0715,1.07171,1.07051,1.07098
2023-11-09T18:00:00+01:00,1.07098,1.07127,1.06998,1.07047
2023-11-09T19:00:00+01:00,1.07047,1.07056,1.06727,1.06944
2023-11-09T20:00:00+01:00,1.06944,1.06951,1.06601,1.06673
2023-11-09T21:00:00+01:00,1.06673,1.06757,1.06625,1.06637
2023-11-09T22:00:00+01:00,1.06637,1.06688,1.06637,1.06673
2023-11-09T23:00:00+01:00,1.06673,1.06706,1.0664,1.06686
2023-11-10T00:00:00+01:00,1.06686,1.06694,1.06641,1.06671
2023-11-10T01:00:00+01:00,1.06671,1.06704,1.06629,1.06683
2023-11-10T02:00:00+01:00,1.06683,1.06751,1.06666,1.0672
2023-11-10T03:00:00+01:00,1.0672,1.06744,1.06701,1.06723
2023-11-10T04:00:00+01:00,1.06723,1.06742,1.06687,1.0669899999999999
2023-11-10T05:00:00+01:00,1.0669899999999999,1.06714,1.0667,1.06712
2023-11-10T06:00:00+01:00,1.06712,1.06719,1.06657,1.0669
2023-11-10T07:00:00+01:00,1.0669,1.06701,1.06635,1.0665499999999999
2023-11-10T08:00:00+01:00,1.0665499999999999,1.06696,1.06561,1.0663
2023-11-10T09:00:00+01:00,1.0663,1.06783,1.06629,1.06711
2023-11-10T10:00:00+01:00,1.06711,1.068,1.06643,1.06772
2023-11-10T11:00:00+01:00,1.06772,1.0688,1.06693,1.06868
2023-11-10T12:00:00+01:00,1.06868,1.06889,1.0674,1.06769
2023-11-10T13:00:00+01:00,1.06769,1.06883,1.067,1.06818
2023-11-10T14:00:00+01:00,1.06818,1.06928,1.06772,1.06887
2023-11-10T15:00:00+01:00,1.06887,1.06896,1.06704,1.06728
2023-11-10T16:00:00+01:00,1.06728,1.06796,1.06623,1.06698
2023-11-10T17:00:00+01:00,1.06698,1.06796,1.0663,1.06694
2023-11-10T18:00:00+01:00,1.06694,1.06818,1.0664,1.06792
2023-11-10T19:00:00+01:00,1.06792,1.06844,1.06729,1.06811
2023-11-10T20:00:00+01:00,1.06811,1.06874,1.06787,1.06795
2023-11-10T21:00:00+01:00,1.06795,1.06875,1.0677,1.06851
2023-11-10T22:00:00+01:00,1.06851,1.06871,1.06826,1.06842
2023-11-12T23:00:00+01:00,1.0683,1.06857,1.06803,1.06849
2023-11-13T00:00:00+01:00,1.06849,1.06907,1.06849,1.06907
2023-11-13T01:00:00+01:00,1.06907,1.06907,1.06822,1.06839
2023-11-13T02:00:00+01:00,1.06839,1.06886,1.0681,1.06867
2023-11-13T03:00:00+01:00,1.06867,1.06873,1.06814,1.06831
2023-11-13T04:00:00+01:00,1.06831,1.0686,1.06816,1.06856
2023-11-13T05:00:00+01:00,1.06856,1.06891,1.06841,1.06842
2023-11-13T06:00:00+01:00,1.06842,1.06866,1.06834,1.06857
2023-11-13T07:00:00+01:00,1.06857,1.06923,1.06836,1.06902
2023-11-13T08:00:00+01:00,1.06902,1.06976,1.06888,1.06926
2023-11-13T09:00:00+01:00,1.06926,1.06949,1.0685499999999999,1.06915
2023-11-13T10:00:00+01:00,1.06915,1.07014,1.06854,1.06896
2023-11-13T11:00:00+01:00,1.06896,1.06996,1.06872,1.06973
2023-11-13T12:00:00+01:00,1.06973,1.06981,1.06849,1.06873
2023-11-13T13:00:00+01:00,1.06873,1.0688,1.06697,1.0673
2023-11-13T14:00:00+01:00,1.0673,1.06737,1.0665,1.06726
2023-11-13T15:00:00+01:00,1.06726,1.06801,1.0668,1.06768
2023-11-13T16:00:00+01:00,1.06768,1.06927,1.06747,1.06888
2023-11-13T17:00:00+01:00,1.06888,1.0703799999999999,1.06852,1.06992
2023-11-13T18:00:00+01:00,1.06992,1.07062,1.06936,1.06957
2023-11-13T19:00:00+01:00,1.06957,1.07051,1.069,1.07016
2023-11-13T20:00:00+01:00,1.07016,1.07056,1.06972,1.0702
2023-11-13T21:00:00+01:00,1.0702,1.07042,1.06989,1.06992
2023-11-13T22:00:00+01:00,1.06992,1.06995,1.06975,1.06986
2023-11-13T23:00:00+01:00,1.06986,1.07017,1.06928,1.0699
2023-11-14T00:00:00+01:00,1.0699,1.07013,1.06978,1.07012
2023-11-14T01:00:00+01:00,1.07012,1.07022,1.0698,1.06996
2023-11-14T02:00:00+01:00,1.06996,1.07005,1.06945,1.06986
2023-11-14T03:00:00+01:00,1.06986,1.07022,1.06967,1.0698
2023-11-14T04:00:00+01:00,1.0698,1.06984,1.06952,1.06966
2023-11-14T05:00:00+01:00,1.06966,1.06998,1.06959,1.06963
2023-11-14T06:00:00+01:00,1.06963,1.06965,1.06928,1.06955
2023-11-14T07:00:00+01:00,1.06955,1.06998,1.06941,1.06992
2023-11-14T08:00:00+01:00,1.06992,1.07097,1.06976,1.07061
2023-11-14T09:00:00+01:00,1.07061,1.07098,1.06962,1.06981
2023-11-14T10:00:00+01:00,1.06981,1.07176,1.06959,1.07159
2023-11-14T11:00:00+01:00,1.07159,1.07306,1.07147,1.07217
2023-11-14T12:00:00+01:00,1.07217,1.07237,1.07149,1.07193
2023-11-14T13:00:00+01:00,1.07193,1.07269,1.07184,1.07211
2023-11-14T14:00:00+01:00,1.07211,1.08001,1.07012,1.07893
2023-11-14T15:00:00+01:00,1.07893,1.08356,1.07887,1.08332
2023-11-14T16:00:00+01:00,1.08332,1.08423,1.0823,1.08376
2023-11-14T17:00:00+01:00,1.08376,1.0864,1.08363,1.08605
2023-11-14T18:00:00+01:00,1.08605,1.08737,1.0854,1.08729
2023-11-14T19:00:00+01:00,1.08729,1.08766,1.08687,1.08698
2023-11-14T20:00:00+01:00,1.08698,1.08828,1.08677,1.0881399999999999
2023-11-14T21:00:00+01:00,1.0881399999999999,1.08874,1.08774,1.08826
2023-11-14T22:00:00+01:00,1.08826,1.08826,1.08756,1.08787
2023-11-14T23:00:00+01:00,1.08787,1.08791,1.0873,1.08732
2023-11-15T00:00:00+01:00,1.08732,1.08826,1.08732,1.08776
2023-11-15T01:00:00+01:00,1.08776,1.08783,1.08655,1.08695
2023-11-15T02:00:00+01:00,1.08695,1.08741,1.08673,1.08718
2023-11-15T03:00:00+01:00,1.08718,1.0879699999999999,1.08706,1.08785
2023-11-15T04:00:00+01:00,1.08785,1.08827,1.08759,1.08821
2023-11-15T05:00:00+01:00,1.08821,1.08836,1.08775,1.08776
2023-11-15T06:00:00+01:00,1.08776,1.08794,1.08723,1.08726
2023-11-15T07:00:00+01:00,1.08726,1.08769,1.08712,1.08729
2023-11-15T08:00:00+01:00,1.08729,1.08763,1.08645,1.08727
2023-11-15T09:00:00+01:00,1.08727,1.08794,1.08667,1.08704
2023-11-15T10:00:00+01:00,1.08704,1.08704,1.08437,1.0852
2023-11-15T11:00:00+01:00,1.0852,1.08588,1.08504,1.0856999999999999
2023-11-15T12:00:00+01:00,1.0856999999999999,1.08681,1.08557,1.08661
2023-11-15T13:00:00+01:00,1.08661,1.0868,1.08541,1.08636
2023-11-15T14:00:00+01:00,1.08636,1.0885799999999999,1.084,1.0859
2023-11-15T15:00:00+01:00,1.0859,1.0861,1.08315,1.0836
2023-11-15T16:00:00+01:00,1.0836,1.08653,1.08337,1.08652
2023-11-15T17:00:00+01:00,1.08652,1.08687,1.08484,1.08522
2023-11-15T18:00:00+01:00,1.08522,1.08563,1.0843099999999999,1.0854
2023-11-15T19:00:00+01:00,1.0854,1.08545,1.0842,1.08459
2023-11-15T20:00:00+01:00,1.08459,1.08482,1.0841,1.08462
2023-11-15T21:00:00+01:00,1.08462,1.08472,1.08424,1.0843
2023-11-15T22:00:00+01:00,1.0843,1.0847499999999999,1.08426,1.08464
2023-11-15T23:00:00+01:00,1.08464,1.08511,1.08451,1.08485
2023-11-16T00:00:00+01:00,1.08485,1.08543,1.08478,1.08542
2023-11-16T01:00:00+01:00,1.08542,1.08555,1.08507,1.08552
2023-11-16T02:00:00+01:00,1.08552,1.08558,1.08419,1.08437
2023-11-16T03:00:00+01:00,1.08437,1.0844,1.08299,1.08333
2023-11-16T04:00:00+01:00,1.08333,1.08357,1.08314,1.08324
2023-11-16T05:00:00+01:00,1.08324,1.08373,1.08321,1.08371
2023-11-16T06:00:00+01:00,1.08371,1.08395,1.08335,1.08379
