Trade,Risk ($),P/L ($),Balance Pre ($),Balance Post ($)
92,997.4052213296247,2493.516437410123,114935.13053324062,117428.64697065075
93,1097.14587882603,2742.8713148292004,117428.64697065075,120171.51828547995
94,1206.860731419198,-1206.860731419198,120171.51828547995,118964.65755406074
95,1158.5863021624298,-1158.5863021624298,118964.65755406074,117806.07125189832
96,1112.242850075933,2780.6038213738966,117806.07125189832,120586.67507327221
97,1223.4670029308886,-1223.4670029308886,120586.67507327221,119363.20807034132
98,1174.528322813653,-1174.528322813653,119363.20807034132,118188.67974752767
99,1127.5471899011068,-1127.5471899011068,118188.67974752767,117061.13255762657
100,1082.4453023050626,-1082.4453023050626,117061.13255762657,115978.6872553215
101,1039.1474902128602,-1039.1474902128602,115978.6872553215,114939.53976510865
102,997.5815906043462,2493.9573805523546,114939.53976510865,117433.49714566101
103,1097.3398858264402,2743.3530429651596,117433.49714566101,120176.85018862617
104,1207.0740075450467,-1207.0740075450467,120176.85018862617,118969.77618108112
105,1158.7910472432447,-1158.7910472432447,118969.77618108112,117810.98513383788
106,1112.4394053535152,-1112.4394053535152,117810.98513383788,116698.54572848436
107,1067.9418291393742,-1067.9418291393742,116698.54572848436,115630.60389934498
108,1025.224155973799,-1025.224155973799,115630.60389934498,114605.37974337117
109,984.215189734847,-984.215189734847,114605.37974337117,113621.16455363632
110,944.8465821454529,-944.8465821454529,113621.16455363632,112676.31797149086
111,907.0527188596345,2267.6352990938417,112676.31797149086,114943.95327058471
112,997.7581308233883,2494.3884788393652,114943.95327058471,117438.34174942407
113,1097.5336699769628,-1097.5336699769628,117438.34174942407,116340.8080794471
114,1053.632323177884,-1053.632323177884,116340.8080794471,115287.17575626922
115,1011.4870302507688,2528.7141567546737,115287.17575626922,117815.8899130239
116,1112.635596520956,-1112.635596520956,117815.8899130239,116703.25431650295
117,1068.130172660118,2670.3220535654086,116703.25431650295,119373.57637006836
118,1174.9430548027344,-1174.9430548027344,119373.57637006836,118198.63331526563
119,1127.9453326106252,2819.8633315265624,118198.63331526563,121018.49664679219
120,1240.7398658716877,3101.839873847659,121018.49664679219,124120.33652063984
121,1364.813460825594,-1364.813460825594,124120.33652063984,122755.52305981425
122,1310.2209223925702,-1310.2209223925702,122755.52305981425,121445.30213742168
123,1257.812085496867,-1257.812085496867,121445.30213742168,120187.4900519248
124,1207.4996020769922,-1207.4996020769922,120187.4900519248,118979.99044984781
125,1159.1996179939126,-1159.1996179939126,118979.99044984781,117820.7908318539
126,1112.8316332741558,-1112.8316332741558,117820.7908318539,116707.95919857975
127,1068.3183679431897,-1068.3183679431897,116707.95919857975,115639.64083063655
128,1025.5856332254618,-1025.5856332254618,115639.64083063655,114614.05519741109
129,984.5622078964434,-984.5622078964434,114614.05519741109,113629.49298951465
130,945.1797195805859,-945.1797195805859,113629.49298951465,112684.31326993406
131,907.3725307973625,-907.3725307973625,112684.31326993406,111776.9407391367
132,871.077629565468,-871.077629565468,111776.9407391367,110905.86310957123
133,836.2345243828494,-836.2345243828494,110905.86310957123,110069.62858518839
134,802.7851434075355,-802.7851434075355,110069.62858518839,109266.84344178085
135,770.6737376712339,-770.6737376712339,109266.84344178085,108496.1697041096
136,739.8467881643842,-739.8467881643842,108496.1697041096,107756.32291594522
137,710.2529166378087,1775.6322915945216,107756.32291594522,109531.95520753974
138,781.2782083015895,1953.1918314768889,109531.95520753974,111485.14703901662
139,859.4058815606649,-859.4058815606649,111485.14703901662,110625.74115745595
140,825.029646298238,-825.029646298238,110625.74115745595,109800.71151115771
141,792.0284604463086,-792.0284604463086,109800.71151115771,109008.6830507114
142,760.3473220284562,-760.3473220284562,109008.6830507114,108248.33572868296
143,729.9334291473183,-729.9334291473183,108248.33572868296,107518.40229953564
144,700.7360919814254,-700.7360919814254,107518.40229953564,106817.66620755421
145,672.7066483021684,1681.7550972018043,106817.66620755421,108499.42130475602
146,739.9768521902407,-739.9768521902407,108499.42130475602,107759.44445256577
147,710.3777781026309,-710.3777781026309,107759.44445256577,107049.06667446315
148,681.9626669785258,-681.9626669785258,107049.06667446315,106367.10400748462
149,654.684160299385,-654.684160299385,106367.10400748462,105712.41984718524
150,628.4967938874097,-628.4967938874097,105712.41984718524,105083.92305329784
151,603.3569221319136,-603.3569221319136,105083.92305329784,104480.56613116592
152,579.2226452466368,-579.2226452466368,104480.56613116592,103901.34348591928
153,556.0537394367711,1390.1383900913497,103901.34348591928,105291.48187601063
154,611.6592750404251,-611.6592750404251,105291.48187601063,104679.8226009702
155,587.1929040388081,-587.1929040388081,104679.8226009702,104092.6296969314
156,563.705187877256,-563.705187877256,104092.6296969314,103528.92450905414
157,541.1569803621655,-541.1569803621655,103528.92450905414,102987.76752869197
158,519.5107011476788,-519.5107011476788,102987.76752869197,102468.25682754429
159,498.7302731017716,-498.7302731017716,102468.25682754429,101969.52655444252
160,478.7810621777008,-478.7810621777008,101969.52655444252,101490.74549226482
161,459.6298196905927,1149.0745492264816,101490.74549226482,102639.8200414913
162,505.592801659652,-505.592801659652,102639.8200414913,102134.22723983164
163,485.3690895932657,-485.3690895932657,102134.22723983164,101648.85815023837
164,465.954326009535,-465.954326009535,101648.85815023837,101182.90382422884
165,447.3161529691535,-447.3161529691535,101182.90382422884,100735.58767125968
166,429.4235068503872,-429.4235068503872,100735.58767125968,100306.16416440929
167,412.24656657637155,-412.24656657637155,100306.16416440929,99893.91759783291
168,395.7567039133166,-395.7567039133166,99893.91759783291,99498.1608939196
169,379.92643575678403,-379.92643575678403,99498.1608939196,99118.23445816281
170,364.7293783265125,-364.7293783265125,99118.23445816281,98753.5050798363
171,350.1402031934517,-350.1402031934517,98753.5050798363,98403.36487664284
172,336.1345950657135,-336.1345950657135,98403.36487664284,98067.23028157713
173,322.68921126308504,806.7230281577127,98067.23028157713,98873.95330973483
174,354.9581323893933,887.3998925964868,98873.95330973483,99761.35320233132
175,390.4541280932527,-390.4541280932527,99761.35320233132,99370.89907423807
176,374.8359629695228,-374.8359629695228,99370.89907423807,98996.06311126855
177,359.8425244507421,899.6017565041121,98996.06311126855,99895.66486777266
178,395.8265947109065,989.5620333829377,99895.66486777266,100885.2269011556
179,435.40907604622424,-435.40907604622424,100885.2269011556,100449.81782510938
180,417.9927130043751,-417.9927130043751,100449.81782510938,100031.825112105
181,401.27300448419993,-401.27300448419993,100031.825112105,99630.5521076208
182,385.2220843048318,-385.2220843048318,99630.5521076208,99245.33002331597
183,369.8132009326387,924.5330023315967,99245.33002331597,100169.86302564756
184,406.7945210259024,1016.986302564756,100169.86302564756,101186.84932821231
185,447.4739731284924,-447.4739731284924,101186.84932821231,100739.37535508382
186,429.5750142033526,-429.5750142033526,100739.37535508382,100309.80034088047
187,412.39201363521863,-412.39201363521863,100309.80034088047,99897.40832724524
188,395.8963330898096,-395.8963330898096,99897.40832724524,99501.51199415543
189,380.06047976621716,-380.06047976621716,99501.51199415543,99121.4515143892
190,364.85806057556823,-364.85806057556823,99121.4515143892,98756.59345381364
191,350.2637381525454,875.6501001789628,98756.59345381364,99632.2435539926
192,385.28974215970374,-385.28974215970374,99632.2435539926,99246.9538118329
193,369.8781524733157,924.7045162327453,99246.9538118329,100171.65832806563
194,406.86633312262535,-406.86633312262535,100171.65832806563,99764.791994943
195,390.5916797977203,-390.5916797977203,99764.791994943,99374.20031514528
196,374.9680126058112,-374.9680126058112,99374.20031514528,98999.23230253947
197,359.9692921015789,899.918621762178,98999.23230253947,99899.15092430165
198,395.9660369720659,989.901574232394,99899.15092430165,100889.05249853405
199,435.5620999413618,-435.5620999413618,100889.05249853405,100453.49039859268
200,418.13961594370716,-418.13961594370716,100453.49039859268,100035.35078264897
201,401.41403130595864,-401.41403130595864,100035.35078264897,99633.936751343
202,385.3574700537202,-385.3574700537202,99633.936751343,99248.57928128929
203,369.94317125157164,924.8579281289291,99248.57928128929,100173.43720941822
204,406.9374883767287,-406.9374883767287,100173.43720941822,99766.49972104149
205,390.6599888416595,-390.6599888416595,99766.49972104149,99375.83973219983
206,375.0335892879934,937.5931481292037,99375.83973219983,100313.43288032904
207,412.53731521316166,-412.53731521316166,100313.43288032904,99900.89556511588
208,396.03582260463503,-396.03582260463503,99900.89556511588,99504.85974251124
209,380.19438970044956,950.4951351202313,99504.85974251124,100455.35487763147
210,418.21419510525885,1045.535487763147,100455.35487763147,101500.89036539462
211,460.0356146157847,1150.0977947851804,101500.89036539462,102650.9881601798
212,506.0395264071919,-506.0395264071919,102650.9881601798,102144.94863377261
213,485.79794535090446,-485.79794535090446,102144.94863377261,101659.15068842171
214,466.36602753686833,-466.36602753686833,101659.15068842171,101192.78466088483
215,447.71138643539336,1119.2784660884834,101192.78466088483,102312.06312697331
216,492.4825250789325,-492.4825250789325,102312.06312697331,101819.58060189438
217,472.78322407577537,-472.78322407577537,101819.58060189438,101346.79737781861
218,453.87189511274454,-453.87189511274454,101346.79737781861,100892.92548270588
219,435.717019308235,1089.2925482705875,100892.92548270588,101982.21803097647
220,479.28872123905865,1198.2305212423141,101982.21803097647,103180.44855221878
221,527.217942088751,-527.217942088751,103180.44855221878,102653.23061013002
222,506.12922440520083,-506.12922440520083,102653.23061013002,102147.10138572482
223,485.8840554289927,1214.7188433640442,102147.10138572482,103361.82022908886
224,534.4728091635543,1336.173511653246,103361.82022908886,104697.99374074211
225,587.9197496296844,-587.9197496296844,104697.99374074211,104110.07399111243
226,564.4029596444971,1411.0031942406538,104110.07399111243,105521.07718535308
227,620.843087414123,-620.843087414123,105521.07718535308,104900.23409793896
228,596.0093639175582,1490.0192550867148,104900.23409793896,106390.25335302568
229,655.610134121027,-655.610134121027,106390.25335302568,105734.64321890465
230,629.3857287561858,1573.4643218904646,105734.64321890465,107308.10754079511
231,692.3243016318046,-692.3243016318046,107308.10754079511,106615.78323916331
232,664.6313295665325,1661.586436299516,106615.78323916331,108277.36967546283
233,731.0947870185133,-731.0947870185133,108277.36967546283,107546.27488844431
234,701.8509955377725,-701.8509955377725,107546.27488844431,106844.42389290655
235,673.7769557162619,-673.7769557162619,106844.42389290655,106170.64693719028
236,646.8258774876111,-646.8258774876111,106170.64693719028,105523.82105970266
237,620.9528423881065,1552.3903774009245,105523.82105970266,107076.21143710359
238,683.0484574841435,-683.0484574841435,107076.21143710359,106393.16297961945
239,655.7265191847779,1639.3081252855332,106393.16297961945,108032.47110490498
240,721.2988441961992,-721.2988441961992,108032.47110490498,107311.17226070879
241,692.4468904283515,-692.4468904283515,107311.17226070879,106618.72537028043
242,664.7490148112172,-664.7490148112172,106618.72537028043,105953.97635546922
243,638.1590542187687,1595.401758607397,105953.97635546922,107549.37811407662
244,701.9751245630649,1754.9337799871707,107549.37811407662,109304.3118940638
245,772.1724757625518,1930.4233057513472,109304.3118940638,111234.73519981514
246,849.3894079926057,-849.3894079926057,111234.73519981514,110385.34579182253
247,815.4138316729013,-815.4138316729013,110385.34579182253,109569.93196014962
248,782.797278405985,1957.0050035057122,109569.93196014962,111526.93696365533
249,861.0774785462132,-861.0774785462132,111526.93696365533,110665.85948510912
250,826.6343794043647,2066.5937262567145,110665.85948510912,112732.45321136584
251,909.2981284546335,2273.237716274677,112732.45321136584,115005.6909276405
252,1000.2276371056203,2500.5616569013364,115005.6909276405,117506.25258454184
253,1100.2501033816736,-1100.2501033816736,117506.25258454184,116406.00248116016
254,1056.2400992464065,-1056.2400992464065,116406.00248116016,115349.76238191375
255,1013.9904952765501,-1013.9904952765501,115349.76238191375,114335.7718866372
256,973.430875465488,-973.430875465488,114335.7718866372,113362.34101117171
257,934.4936404468684,-934.4936404468684,113362.34101117171,112427.84737072483
258,897.1138948289934,2242.773244943509,112427.84737072483,114670.62061566835
259,986.8248246267339,-986.8248246267339,114670.62061566835,113683.79579104162
260,947.3518316416646,2368.3757940874543,113683.79579104162,116052.17158512906
261,1042.0868634051626,2605.217158512906,116052.17158512906,118657.38874364198
262,1146.295549745679,-1146.295549745679,118657.38874364198,117511.09319389629
263,1100.4437277558516,2751.112976150672,117511.09319389629,120262.20617004696
264,1210.4882468018786,-1210.4882468018786,120262.20617004696,119051.71792324509
265,1162.0687169298035,-1162.0687169298035,119051.71792324509,117889.64920631528
266,1115.5859682526113,-1115.5859682526113,117889.64920631528,116774.06323806268
267,1070.962529522507,2677.3952550362824,116774.06323806268,119451.45849309897
268,1178.0583397239586,2945.1458493098967,119451.45849309897,122396.60434240886
269,1295.8641736963543,-1295.8641736963543,122396.60434240886,121100.74016871251
270,1244.0296067485003,-1244.0296067485003,121100.74016871251,119856.710561964
271,1194.2684224785603,-1194.2684224785603,119856.710561964,118662.44213948544
272,1146.4976855794177,-1146.4976855794177,118662.44213948544,117515.94445390602
273,1100.6377781562408,2751.5981237223364,117515.94445390602,120267.54257762835
274,1210.7017031051341,3026.7506611847243,120267.54257762835,123294.29323881307
275,1331.7717295525229,-1331.7717295525229,123294.29323881307,121962.52150926055
276,1278.500860370422,-1278.500860370422,121962.52150926055,120684.02064889013
277,1227.3608259556052,-1227.3608259556052,120684.02064889013,119456.65982293453
278,1178.266392917381,2945.6768689828446,119456.65982293453,122402.33669191737
279,1296.093467676695,-1296.093467676695,122402.33669191737,121106.24322424068
280,1244.249728969627,3110.620736834642,121106.24322424068,124216.86396107532
281,1368.6745584430128,-1368.6745584430128,124216.86396107532,122848.1894026323
282,1313.927576105292,-1313.927576105292,122848.1894026323,121534.26182652701
283,1261.3704730610805,-1261.3704730610805,121534.26182652701,120272.89135346594
284,1210.9156541386374,-1210.9156541386374,120272.89135346594,119061.9756993273
285,1162.4790279730921,-1162.4790279730921,119061.9756993273,117899.49667135421
286,1115.9798668541684,-1115.9798668541684,117899.49667135421,116783.51680450005
287,1071.3406721800018,2678.3591469671014,116783.51680450005,119461.87595146715
288,1178.475038058686,2946.1875951467155,119461.87595146715,122408.06354661388
289,1296.3225418645552,3240.806354661388,122408.06354661388,125648.86990127526
290,1425.9547960510106,-1425.9547960510106,125648.86990127526,124222.91510522425
291,1368.91660420897,-1368.91660420897,124222.91510522425,122853.99850101529
292,1314.1599400406114,-1314.1599400406114,122853.99850101529,121539.83856097468
293,1261.593542438987,3153.976653658911,121539.83856097468,124693.81521463359
294,1387.7526085853438,3469.3780002674403,124693.81521463359,128163.19321490104
295,1526.5277285960415,-1526.5277285960415,128163.19321490104,126636.66548630499
296,1465.4666194521997,-1465.4666194521997,126636.66548630499,125171.19886685279
297,1406.8479546741116,3517.119886685279,125171.19886685279,128688.31875353807
298,1547.532750141523,-1547.532750141523,128688.31875353807,127140.78600339656
299,1485.6314401358622,3714.0820742170063,127140.78600339656,130854.86807761356
300,1634.1947231045424,-1634.1947231045424,130854.86807761356,129220.67335450901
301,1568.8269341803605,-1568.8269341803605,129220.67335450901,127651.84642032866
302,1506.0738568131462,3765.177704925043,127651.84642032866,131417.0241252537
303,1656.6809650101477,-1656.6809650101477,131417.0241252537,129760.34316024354
304,1590.4137264097417,3976.044597586528,129760.34316024354,133736.38775783006
305,1749.4555103132025,4373.642126806651,133736.38775783006,138110.02988463672
306,1924.4011953854688,-1924.4011953854688,138110.02988463672,136185.62868925126
307,1847.4251475700503,4618.5661799721,136185.62868925126,140804.19486922337
308,2032.1677947689348,-2032.1677947689348,140804.19486922337,138772.02707445444
309,1950.8810829781776,-1950.8810829781776,138772.02707445444,136821.14599147625
310,1872.8458396590502,-1872.8458396590502,136821.14599147625,134948.3001518172
311,1797.9320060726884,4494.8366967580305,134948.3001518172,139443.13684857523
312,1977.7254739430093,4944.320217955243,139443.13684857523,144387.45706653048
313,2175.498282661219,5438.748900607626,144387.45706653048,149826.2059671381
314,2393.0482386855247,-2393.0482386855247,149826.2059671381,147433.15772845258
315,2297.326309138103,-2297.326309138103,147433.15772845258,145135.8314193145
316,2205.4332567725796,5513.5768069553,145135.8314193145,150649.4082262698
317,2425.9763290507917,6064.940822626979,150649.4082262698,156714.34904889678
318,2668.5739619558713,-2668.5739619558713,156714.34904889678,154045.7750869409
319,2561.8310034776364,-2561.8310034776364,154045.7750869409,151483.94408346328
320,2459.357763338531,6148.394408346328,151483.94408346328,157632.3384918096
321,2705.2935396723847,-2705.2935396723847,157632.3384918096,154927.04495213722
322,2597.081798085489,-2597.081798085489,154927.04495213722,152329.96315405174
323,2493.19852616207,-2493.19852616207,152329.96315405174,149836.76462788967
324,2393.470585115587,-2393.470585115587,149836.76462788967,147443.2940427741
325,2297.731761710964,-2297.731761710964,147443.2940427741,145145.56228106315
326,2205.8224912425258,5514.556228106314,145145.56228106315,150660.11850916946
327,2426.4047403667787,-2426.4047403667787,150660.11850916946,148233.7137688027
328,2329.348550752108,-2329.348550752108,148233.7137688027,145904.3652180506
329,2236.174608722024,5590.43652180506,145904.3652180506,151494.80173985567
330,2459.7920695942266,-2459.7920695942266,151494.80173985567,149035.00967026144
331,2361.4003868104573,5903.500967026143,149035.00967026144,154938.51063728757
332,2597.540425491503,-2597.540425491503,154938.51063728757,152340.97021179608
333,2493.6388084718433,-2493.6388084718433,152340.97021179608,149847.33140332423
334,2393.8932561329693,5984.733140332423,149847.33140332423,155832.06454365666
335,2633.2825817462663,-2633.2825817462663,155832.06454365666,153198.7819619104
336,2527.951278476416,-2527.951278476416,153198.7819619104,150670.83068343397
337,2426.833227337359,6067.083068343398,150670.83068343397,156737.91375177738
338,2669.516550071095,6673.791375177738,156737.91375177738,163411.70512695512
339,2936.468205078205,-2936.468205078205,163411.70512695512,160475.2369218769
340,2819.009476875076,-2819.009476875076,160475.2369218769,157656.22744500183
341,2706.2490978000733,-2706.2490978000733,157656.22744500183,154949.97834720174
342,2597.99913388807,-2597.99913388807,154949.97834720174,152351.97921331367
343,2494.0791685325466,6235.197921331366,152351.97921331367,158587.17713464503
344,2743.487085385801,6858.717713464503,158587.17713464503,165445.8948481095
345,3017.8357939243806,-3017.8357939243806,165445.8948481095,162428.05905418514
346,2897.1223621674058,7242.805905418514,162428.05905418514,169670.86495960364
347,3186.8345983841455,-3186.8345983841455,169670.86495960364,166484.03036121948
348,3059.3612144487793,-3059.3612144487793,166484.03036121948,163424.6691467707
349,2936.986765870828,-2936.986765870828,163424.6691467707,160487.68238089987
350,2819.507295235995,-2819.507295235995,160487.68238089987,157668.17508566388
351,2706.7270034265553,-2706.7270034265553,157668.17508566388,154961.44808223733
352,2598.457923289493,6496.144808223733,154961.44808223733,161457.59289046106
353,2858.3037156184423,-2858.3037156184423,161457.59289046106,158599.28917484262
354,2743.971566993705,-2743.971566993705,158599.28917484262,155855.3176078489
355,2634.2127043139562,6585.53176078489,155855.3176078489,162440.8493686338
356,2897.6339747453517,7244.084936863379,162440.8493686338,169684.93430549715
357,3187.397372219886,7968.493430549715,169684.93430549715,177653.42773604687
358,3500.0,-3500.0,177653.42773604687,174153.42773604687
359,3366.1371094418746,-3366.1371094418746,174153.42773604687,170787.29062660498
360,3231.4916250641995,-3231.4916250641995,170787.29062660498,167555.79900154078
361,3102.2319600616315,-3102.2319600616315,167555.79900154078,164453.56704147917
362,2978.1426816591666,-2978.1426816591666,164453.56704147917,161475.42435982
363,2859.0169743928,-2859.0169743928,161475.42435982,158616.40738542718
364,2744.656295417087,-2744.656295417087,158616.40738542718,155871.7510900101
365,2634.870043600404,-2634.870043600404,155871.7510900101,153236.8810464097
366,2529.4752418563876,6323.688104640969,153236.8810464097,159560.56915105064
367,2782.4227660420256,6956.056915105064,159560.56915105064,166516.6260661557
368,3060.665042646228,7651.6626066155695,166516.6260661557,174168.28867277128
369,3366.731546910851,-3366.731546910851,174168.28867277128,170801.55712586042
370,3232.0622850344166,-3232.0622850344166,170801.55712586042,167569.494840826
371,3102.77979363304,-3102.77979363304,167569.494840826,164466.71504719296
372,2978.6686018877185,-2978.6686018877185,164466.71504719296,161488.04644530526
373,2859.5218578122103,7148.804644530526,161488.04644530526,168636.85108983578
374,3145.474043593431,7863.685108983577,168636.85108983578,176500.53619881935
375,3460.021447952774,-3460.021447952774,176500.53619881935,173040.51475086657
376,3321.6205900346627,-3321.6205900346627,173040.51475086657,169718.8941608319
377,3188.755766433276,7971.889416083191,169718.8941608319,177690.7835769151
378,3500.0,8750.0,177690.7835769151,186440.7835769151
379,3500.0,8750.0,186440.7835769151,195190.7835769151
380,3500.0,8750.0,195190.7835769151,203940.7835769151
381,3500.0,-3500.0,203940.7835769151,200440.7835769151
382,3500.0,-3500.0,200440.7835769151,196940.7835769151
383,3500.0,-3500.0,196940.7835769151,193440.7835769151
384,3500.0,-3500.0,193440.7835769151,189940.7835769151
385,3500.0,-3500.0,189940.7835769151,186440.7835769151
386,3500.0,8750.0,186440.7835769151,195190.7835769151
387,3500.0,8750.0,195190.7835769151,203940.7835769151
388,3500.0,-3500.0,203940.7835769151,200440.7835769151
389,3500.0,8750.0,200440.7835769151,209190.7835769151
390,3500.0,-3500.0,209190.7835769151,205690.7835769151
391,3500.0,8750.0,205690.7835769151,214440.7835769151
392,3500.0,-3500.0,214440.7835769151,210940.7835769151
393,3500.0,-3500.0,210940.7835769151,207440.7835769151
394,3500.0,8750.0,207440.7835769151,216190.7835769151
395,3500.0,-3500.0,216190.7835769151,212690.7835769151
396,3500.0,-3500.0,212690.7835769151,209190.7835769151
397,3500.0,-3500.0,209190.7835769151,205690.7835769151
398,3500.0,8750.0,205690.7835769151,214440.7835769151
399,3500.0,8750.0,214440.7835769151,223190.7835769151
400,3500.0,-3500.0,223190.7835769151,219690.7835769151
401,3500.0,-3500.0,219690.7835769151,216190.7835769151
402,3500.0,-3500.0,216190.7835769151,212690.7835769151
