Entry Time,Exit Time,Direction,Entry Price,SL Price,TP Price,Exit Price,Result,Risk ($),P/L ($),Balance Pre ($),Balance Post ($)
2024-01-17 17:20:00,2024-01-17 17:55:00,SHORT,16669.5,16689.47,16629.57,16689.47,SL,542.25,-542.25,100844.97,100302.72
2024-01-18 14:05:00,2024-01-18 14:20:00,LONG,16881.6,16866.63,16911.53,16866.63,SL,515.14,-515.14,100302.72,99787.58
2024-01-18 14:30:00,2024-01-18 14:50:00,LONG,16906.35,16886.58,16945.88,16886.58,SL,489.38,-489.38,99787.58,99298.2
2024-01-18 15:10:00,2024-01-18 15:45:00,LONG,16893.35,16866.89,16946.26,16946.26,TP,464.91,929.82,99298.2,100228.02
2024-01-18 16:05:00,2024-01-18 17:05:00,LONG,16924.1,16897.23,16977.84,16897.23,SL,511.4,-511.4,100228.02,99716.62
2024-01-19 14:50:00,2024-01-19 15:05:00,LONG,17089.5,17068.66,17131.18,17068.66,SL,485.83,-485.83,99716.62,99230.79
2024-01-19 15:15:00,2024-01-19 16:10:00,LONG,17086.1,17059.63,17139.04,17139.04,TP,461.54,923.08,99230.79,100153.87
2024-01-19 16:40:00,2024-01-19 17:25:00,LONG,17123.85,17104.78,17162.0,17162.0,TP,507.69,1015.39,100153.87,101169.26
2024-01-22 14:25:00,2024-01-22 14:30:00,LONG,17414.55,17404.14,17435.37,17435.37,TP,558.46,1116.93,101169.25,102286.18
2024-01-22 14:45:00,2024-01-22 15:00:00,LONG,17415.65,17389.88,17467.19,17389.88,SL,614.31,-614.31,102286.18,101671.87
2024-01-22 15:15:00,2024-01-22 15:45:00,SHORT,17396.9,17426.55,17337.59,17337.59,TP,583.59,1167.19,101671.87,102839.06
2024-01-22 17:05:00,2024-01-22 17:15:00,SHORT,17352.15,17371.34,17313.77,17371.34,SL,641.95,-641.95,102839.06,102197.11
2024-01-22 17:25:00,2024-01-22 18:15:00,SHORT,17375.4,17392.84,17340.52,17340.52,TP,609.86,1219.71,102197.11,103416.82
2024-01-23 15:15:00,2024-01-23 17:55:00,SHORT,17349.15,17372.52,17302.42,17372.52,SL,670.84,-670.84,103416.82,102745.98
2024-01-24 14:15:00,2024-01-24 14:30:00,LONG,17566.25,17557.99,17582.76,17557.99,SL,637.3,-637.3,102745.98,102108.68
2024-01-24 14:50:00,2024-01-24 15:00:00,LONG,17559.0,17541.63,17593.74,17541.63,SL,605.43,-605.43,102108.67,101503.24
2024-01-24 15:05:00,2024-01-24 15:30:00,LONG,17569.5,17547.72,17613.05,17613.05,TP,575.16,1150.32,101503.25,102653.57
2024-01-24 16:45:00,2024-01-24 17:10:00,LONG,17615.25,17595.28,17655.2,17655.2,TP,632.68,1265.36,102653.56,103918.92
2024-01-25 15:10:00,2024-01-25 15:35:00,LONG,17599.15,17574.27,17648.92,17574.27,SL,695.95,-695.95,103918.93,103222.98
2024-01-25 15:40:00,2024-01-25 15:45:00,LONG,17613.9,17588.33,17665.03,17588.33,SL,661.15,-661.15,103222.98,102561.83
2024-01-25 15:55:00,2024-01-25 17:05:00,LONG,17600.15,17574.12,17652.21,17574.12,SL,628.09,-628.09,102561.83,101933.74
2024-01-26 13:40:00,2024-01-26 14:00:00,LONG,17485.15,17465.64,17524.17,17465.64,SL,596.69,-596.69,101933.74,101337.05
2024-01-26 15:20:00,2024-01-26 15:35:00,LONG,17451.9,17425.74,17504.21,17504.21,TP,566.85,1133.71,101337.05,102470.76
2024-01-26 16:55:00,2024-01-26 17:30:00,LONG,17505.5,17486.15,17544.2,17486.15,SL,623.54,-623.54,102470.76,101847.22
2024-01-29 14:05:00,2024-01-29 14:15:00,LONG,17455.65,17447.47,17472.01,17447.47,SL,592.36,-592.36,101847.22,101254.86
2024-01-29 14:25:00,2024-01-29 14:30:00,LONG,17452.65,17443.27,17471.41,17443.27,SL,562.74,-562.74,101254.85,100692.11
2024-01-29 15:00:00,2024-01-29 15:05:00,SHORT,17435.9,17454.09,17399.53,17454.09,SL,534.61,-534.61,100692.12,100157.51
2024-01-29 15:20:00,2024-01-29 15:30:00,SHORT,17446.4,17466.28,17406.65,17466.28,SL,507.88,-507.88,100157.51,99649.63
2024-01-29 16:10:00,2024-01-29 16:55:00,LONG,17449.9,17431.77,17486.16,17486.16,TP,482.48,964.96,99649.64,100614.6
2024-01-30 14:05:00,2024-01-30 14:15:00,SHORT,17569.75,17578.21,17552.84,17552.84,TP,530.73,1061.46,100614.6,101676.06
2024-01-30 14:25:00,2024-01-30 14:30:00,SHORT,17566.75,17576.84,17546.57,17576.84,SL,583.8,-583.8,101676.05,101092.25
2024-01-30 15:00:00,2024-01-30 15:20:00,SHORT,17550.15,17568.03,17514.39,17568.03,SL,554.61,-554.61,101092.25,100537.64
2024-01-30 16:50:00,2024-01-30 17:20:00,SHORT,17542.5,17557.16,17513.18,17513.18,TP,526.88,1053.76,100537.64,101591.4
2024-01-31 13:35:00,2024-01-31 13:45:00,SHORT,17315.25,17332.33,17281.08,17332.33,SL,579.57,-579.57,101591.4,101011.83
2024-01-31 14:35:00,2024-01-31 15:10:00,SHORT,17298.0,17322.4,17249.2,17249.2,TP,550.59,1101.18,101011.84,102113.02
2024-01-31 17:35:00,2024-01-31 17:40:00,SHORT,17249.55,17265.39,17217.87,17265.39,SL,605.65,-605.65,102113.02,101507.37
2024-01-31 17:45:00,2024-01-31 17:55:00,SHORT,17256.55,17273.34,17222.97,17273.34,SL,575.37,-575.37,101507.37,100932.0
2024-02-01 13:35:00,2024-02-01 13:50:00,LONG,17260.8,17244.52,17293.35,17244.52,SL,546.6,-546.6,100932.0,100385.4
2024-02-01 14:00:00,2024-02-01 14:55:00,SHORT,17236.55,17253.0,17203.64,17203.64,TP,519.27,1038.54,100385.4,101423.94
2024-02-01 15:50:00,2024-02-01 16:35:00,SHORT,17200.05,17227.78,17144.59,17227.78,SL,571.2,-571.2,101423.94,100852.74
2024-02-02 14:35:00,2024-02-02 14:45:00,LONG,17465.8,17437.16,17523.09,17523.09,TP,542.64,1085.27,100852.75,101938.02
2024-02-05 14:15:00,2024-02-05 14:30:00,LONG,17635.55,17626.1,17654.45,17654.45,TP,596.9,1193.8,101938.02,103131.82
2024-02-06 14:30:00,2024-02-06 14:45:00,SHORT,17651.9,17665.82,17624.07,17624.07,TP,656.59,1313.18,103131.82,104445.0
2024-02-06 16:10:00,2024-02-06 16:20:00,SHORT,17552.25,17577.13,17502.49,17577.13,SL,722.25,-722.25,104445.0,103722.75
2024-02-06 16:40:00,2024-02-06 16:50:00,SHORT,17551.2,17572.07,17509.47,17509.47,TP,686.14,1372.27,103722.75,105095.02
2024-02-06 17:45:00,2024-02-06 18:05:00,SHORT,17515.95,17538.09,17471.68,17538.09,SL,754.75,-754.75,105095.02,104340.27
2024-02-07 14:45:00,2024-02-07 14:55:00,LONG,17680.45,17660.21,17720.94,17660.21,SL,717.01,-717.01,104340.27,103623.26
2024-02-07 15:05:00,2024-02-07 15:10:00,LONG,17682.1,17657.38,17731.55,17731.55,TP,681.16,1362.33,103623.26,104985.59
2024-02-07 16:50:00,2024-02-07 17:25:00,LONG,17766.9,17745.15,17810.4,17745.15,SL,749.28,-749.28,104985.59,104236.31
2024-02-08 14:45:00,2024-02-08 15:05:00,LONG,17755.2,17738.37,17788.86,17788.86,TP,711.82,1423.63,104236.31,105659.94
2024-02-08 16:30:00,2024-02-08 17:45:00,LONG,17807.2,17788.61,17844.38,17788.61,SL,783.0,-783.0,105659.94,104876.94
2024-02-09 13:30:00,2024-02-09 13:40:00,LONG,17870.75,17855.68,17900.89,17855.68,SL,743.85,-743.85,104876.94,104133.09
2024-02-09 14:55:00,2024-02-09 15:30:00,LONG,17869.2,17850.01,17907.58,17907.58,TP,706.65,1413.31,104133.09,105546.4
2024-02-09 16:40:00,2024-02-09 17:15:00,LONG,17921.0,17905.73,17951.55,17905.73,SL,777.32,-777.32,105546.4,104769.08
2024-02-09 17:25:00,2024-02-09 18:00:00,LONG,17928.6,17916.44,17952.93,17952.93,TP,738.45,1476.91,104769.08,106245.99
2024-02-12 13:30:00,2024-02-12 14:10:00,SHORT,17973.9,17980.21,17961.27,17961.27,TP,812.3,1624.6,106245.99,107870.59
2024-02-12 14:30:00,2024-02-12 14:35:00,LONG,17980.9,17969.5,18003.69,17969.5,SL,893.53,-893.53,107870.59,106977.06
2024-02-12 14:50:00,2024-02-12 15:15:00,LONG,17966.9,17952.35,17996.0,17952.35,SL,848.85,-848.85,106977.06,106128.21
2024-02-12 15:25:00,2024-02-12 15:40:00,LONG,17967.65,17954.25,17994.46,17994.46,TP,806.41,1612.82,106128.21,107741.03
2024-02-12 17:45:00,2024-02-12 18:20:00,LONG,18028.65,18015.01,18055.93,18015.01,SL,887.05,-887.05,107741.03,106853.98
2024-02-13 13:30:00,2024-02-13 14:05:00,SHORT,17629.6,17663.53,17561.74,17561.74,TP,842.7,1685.4,106853.97,108539.37
2024-02-13 16:30:00,2024-02-13 17:10:00,SHORT,17682.35,17708.14,17630.78,17630.78,TP,926.97,1853.94,108539.37,110393.31
2024-02-14 13:40:00,2024-02-14 13:45:00,LONG,17731.7,17720.12,17754.85,17720.12,SL,1019.67,-1019.67,110393.32,109373.65
2024-02-14 14:25:00,2024-02-14 14:30:00,LONG,17727.1,17714.94,17751.41,17751.41,TP,968.68,1937.36,109373.65,111311.01
2024-03-01 13:35:00,2024-03-01 13:45:00,SHORT,18053.15,18065.79,18027.88,18065.79,SL,1065.55,-1065.55,111311.01,110245.46
2024-03-01 13:50:00,2024-03-01 14:30:00,SHORT,18054.4,18068.53,18026.14,18068.53,SL,1012.27,-1012.27,110245.46,109233.19
2024-03-04 13:45:00,2024-03-04 14:30:00,SHORT,18311.65,18320.68,18293.6,18293.6,TP,961.66,1923.32,109233.19,111156.51
2024-03-04 16:20:00,2024-03-04 17:20:00,SHORT,18280.4,18296.95,18247.29,18296.95,SL,1057.83,-1057.83,111156.51,110098.68
2024-03-04 17:35:00,2024-03-04 18:20:00,SHORT,18278.15,18292.27,18249.91,18249.91,TP,1004.93,2009.87,110098.68,112108.55
2024-03-06 13:40:00,2024-03-06 14:20:00,LONG,18059.65,18045.82,18087.31,18087.31,TP,1105.43,2210.85,112108.55,114319.4
2024-03-06 14:45:00,2024-03-06 14:55:00,SHORT,18065.65,18086.76,18023.43,18023.43,TP,1215.97,2431.94,114319.4,116751.34
2024-03-06 15:45:00,2024-03-06 16:50:00,LONG,18041.9,18012.95,18099.8,18099.8,TP,1337.57,2675.13,116751.35,119426.48
2024-03-07 14:50:00,2024-03-07 15:35:00,LONG,18179.55,18149.97,18238.71,18238.71,TP,1471.32,2942.65,119426.48,122369.13
2024-03-08 13:30:00,2024-03-08 14:55:00,LONG,18307.4,18273.03,18376.14,18376.14,TP,1618.46,3236.91,122369.13,125606.04
2024-04-01 13:30:00,2024-04-01 13:35:00,LONG,18359.3,18339.48,18398.93,18398.93,TP,1780.3,3560.6,125606.04,129166.64
2024-04-01 14:15:00,2024-04-01 15:10:00,SHORT,18332.8,18364.66,18269.07,18269.07,TP,1958.33,3916.66,129166.65,133083.31
2024-04-01 17:00:00,2024-04-01 17:20:00,SHORT,18274.55,18289.47,18244.72,18244.72,TP,2154.17,4308.33,133083.31,137391.64
2024-04-01 17:45:00,2024-04-01 18:20:00,SHORT,18268.55,18283.86,18237.93,18283.86,SL,2369.58,-2369.58,137391.63,135022.05
2024-04-02 14:45:00,2024-04-02 15:10:00,SHORT,18034.15,18059.96,17982.52,18059.96,SL,2251.1,-2251.1,135022.05,132770.95
2024-04-02 15:50:00,2024-04-02 16:25:00,SHORT,18045.65,18062.13,18012.69,18062.13,SL,2138.55,-2138.55,132770.95,130632.4
2024-04-02 17:55:00,2024-04-02 18:05:00,SHORT,18089.65,18101.63,18065.69,18101.63,SL,2031.62,-2031.62,130632.4,128600.78
2024-04-03 13:40:00,2024-04-03 13:45:00,SHORT,18069.55,18088.23,18032.18,18088.23,SL,1930.04,-1930.04,128600.78,126670.74
2024-04-03 16:20:00,2024-04-03 16:35:00,LONG,18233.65,18216.07,18268.81,18216.07,SL,1833.54,-1833.54,126670.75,124837.21
2024-04-03 16:40:00,2024-04-03 19:00:00,LONG,18226.4,18200.95,18277.29,18200.95,SL,1741.86,-1741.86,124837.21,123095.35
2024-04-04 15:25:00,2024-04-04 15:55:00,LONG,18313.85,18299.23,18343.09,18343.09,TP,1654.77,3309.53,123095.35,126404.88
2024-04-04 17:05:00,2024-04-04 17:20:00,LONG,18365.05,18354.27,18386.6,18354.27,SL,1820.24,-1820.24,126404.88,124584.64
2024-04-05 13:40:00,2024-04-05 14:10:00,LONG,17988.7,17950.63,18064.84,18064.84,TP,1729.23,3458.46,124584.64,128043.1
2024-04-05 17:20:00,2024-04-05 17:40:00,LONG,18184.85,18161.72,18231.12,18161.72,SL,1902.16,-1902.16,128043.11,126140.95
2024-04-08 14:20:00,2024-04-08 15:35:00,LONG,18147.7,18120.2,18202.71,18120.2,SL,1807.05,-1807.05,126140.95,124333.9
2024-04-08 16:40:00,2024-04-08 17:40:00,LONG,18132.3,18110.37,18176.16,18110.37,SL,1716.69,-1716.69,124333.89,122617.2
2024-04-09 13:35:00,2024-04-09 13:45:00,LONG,18217.2,18195.42,18260.77,18195.42,SL,1630.86,-1630.86,122617.2,120986.34
2024-04-09 16:50:00,2024-04-09 17:00:00,SHORT,18088.1,18108.91,18046.47,18108.91,SL,1549.32,-1549.32,120986.35,119437.03
2024-04-09 17:10:00,2024-04-09 18:00:00,SHORT,18109.85,18130.11,18069.33,18069.33,TP,1471.85,2943.7,119437.03,122380.73
2024-04-10 14:50:00,2024-04-10 16:55:00,SHORT,17985.0,18024.96,17905.08,18024.96,SL,1619.04,-1619.04,122380.73,120761.69
2024-04-10 17:00:00,2024-04-10 17:15:00,SHORT,17976.0,18001.73,17924.53,18001.73,SL,1538.08,-1538.08,120761.69,119223.61
2024-04-10 17:30:00,2024-04-10 17:55:00,SHORT,17983.25,18021.69,17906.38,18021.69,SL,1461.18,-1461.18,119223.61,117762.43
2024-04-11 13:50:00,2024-04-11 14:00:00,LONG,18092.2,18062.73,18151.13,18062.73,SL,1388.12,-1388.12,117762.43,116374.31
2024-04-11 14:35:00,2024-04-11 15:55:00,LONG,18075.6,18043.84,18139.13,18139.13,TP,1318.72,2637.43,116374.31,119011.74
2024-04-12 14:00:00,2024-04-12 14:35:00,SHORT,18139.85,18166.81,18085.93,18085.93,TP,1450.59,2901.17,119011.74,121912.91
2024-04-12 16:10:00,2024-04-12 16:35:00,SHORT,18068.85,18092.3,18021.95,18021.95,TP,1595.65,3191.29,121912.91,125104.2
2024-04-15 15:40:00,2024-04-15 15:50:00,SHORT,18031.3,18058.11,17977.68,18058.11,SL,1755.21,-1755.21,125104.2,123348.99
2024-04-15 16:15:00,2024-04-15 16:25:00,SHORT,18023.3,18048.32,17973.25,17973.25,TP,1667.45,3334.9,123348.99,126683.89
2024-04-16 13:55:00,2024-04-16 14:05:00,LONG,17746.15,17716.47,17805.51,17716.47,SL,1834.19,-1834.19,126683.89,124849.7
2024-04-16 14:25:00,2024-04-16 15:05:00,SHORT,17706.65,17740.22,17639.51,17740.22,SL,1742.48,-1742.48,124849.69,123107.21
2024-04-16 16:05:00,2024-04-16 17:30:00,LONG,17752.15,17722.25,17811.96,17722.25,SL,1655.36,-1655.36,123107.21,121451.85
2024-04-17 13:30:00,2024-04-17 13:35:00,SHORT,17777.9,17796.08,17741.54,17796.08,SL,1572.59,-1572.59,121451.85,119879.26
2024-04-17 13:40:00,2024-04-17 13:50:00,SHORT,17783.5,17805.55,17739.4,17739.4,TP,1493.96,2987.93,119879.25,122867.18
2024-04-17 15:05:00,2024-04-17 15:30:00,SHORT,17668.8,17707.65,17591.11,17591.11,TP,1643.36,3286.72,122867.18,126153.9
2024-04-18 14:10:00,2024-04-18 14:55:00,LONG,17503.0,17469.14,17570.72,17570.72,TP,1807.7,3615.39,126153.9,129769.29
2024-04-18 15:35:00,2024-04-18 16:30:00,SHORT,17555.6,17582.13,17502.53,17502.53,TP,1988.46,3976.93,129769.29,133746.22
2024-04-19 17:35:00,2024-04-19 17:45:00,SHORT,17122.95,17151.87,17065.12,17151.87,SL,2187.31,-2187.31,133746.22,131558.91
2024-04-22 13:45:00,2024-04-22 13:55:00,LONG,17194.8,17171.27,17241.87,17171.27,SL,2077.95,-2077.95,131558.92,129480.97
2024-04-23 16:00:00,2024-04-23 17:50:00,LONG,17455.2,17431.8,17501.99,17501.99,TP,1974.05,3948.1,129480.96,133429.06
2024-04-24 14:10:00,2024-04-24 15:05:00,SHORT,17591.3,17624.81,17524.28,17524.28,TP,2171.45,4342.91,133429.06,137771.97
2024-04-25 13:45:00,2024-04-25 14:05:00,SHORT,17231.4,17262.02,17170.16,17262.02,SL,2388.6,-2388.6,137771.97,135383.37
2024-04-25 14:45:00,2024-04-25 15:25:00,SHORT,17240.0,17273.86,17172.28,17273.86,SL,2269.17,-2269.17,135383.37,133114.2
2024-04-25 15:30:00,2024-04-25 15:55:00,SHORT,17248.75,17280.62,17185.0,17280.62,SL,2155.71,-2155.71,133114.2,130958.49
2024-04-26 13:30:00,2024-04-26 13:55:00,LONG,17609.8,17577.26,17674.88,17674.88,TP,2047.92,4095.85,130958.49,135054.34
2024-04-26 15:15:00,2024-04-29 01:55:00,LONG,17728.55,17698.03,17789.59,17789.59,TP,2252.72,4505.43,135054.34,139559.77
2024-05-01 13:30:00,2024-05-01 13:35:00,SHORT,17377.85,17396.94,17339.66,17396.94,SL,2477.99,-2477.99,139559.78,137081.79
2024-05-01 15:05:00,2024-05-01 15:40:00,SHORT,17346.85,17371.18,17298.18,17371.18,SL,2354.09,-2354.09,137081.79,134727.7
2024-05-01 15:45:00,2024-05-01 16:00:00,SHORT,17349.6,17371.83,17305.14,17305.14,TP,2236.38,4472.77,134727.7,139200.47
2024-05-01 16:30:00,2024-05-01 17:35:00,SHORT,17338.85,17361.05,17294.45,17361.05,SL,2460.02,-2460.02,139200.46,136740.44
2024-05-02 14:35:00,2024-05-02 14:55:00,SHORT,17390.6,17429.13,17313.54,17429.13,SL,2337.02,-2337.02,136740.44,134403.42
2024-05-02 15:40:00,2024-05-02 16:35:00,LONG,17419.6,17389.88,17479.03,17389.88,SL,2220.17,-2220.17,134403.42,132183.25
2024-05-02 16:50:00,2024-05-02 17:05:00,SHORT,17422.85,17444.54,17379.48,17444.54,SL,2109.16,-2109.16,132183.25,130074.09
2024-05-03 14:40:00,2024-05-03 14:50:00,LONG,17881.3,17836.14,17971.63,17836.14,SL,2003.7,-2003.7,130074.08,128070.38
2024-05-03 15:25:00,2024-05-03 18:05:00,LONG,17844.55,17811.5,17910.65,17910.65,TP,1903.52,3807.04,128070.38,131877.42
2024-05-06 15:05:00,2024-05-06 16:20:00,LONG,18002.35,17986.51,18034.02,17986.51,SL,2093.87,-2093.87,131877.42,129783.55
2024-05-06 16:35:00,2024-05-06 16:45:00,LONG,18013.35,18000.69,18038.67,18000.69,SL,1989.18,-1989.18,129783.55,127794.37
2024-05-06 16:55:00,2024-05-06 17:10:00,LONG,18021.45,18007.16,18050.03,18007.16,SL,1889.72,-1889.72,127794.37,125904.65
2024-05-06 17:20:00,2024-05-06 18:20:00,LONG,18015.95,18002.21,18043.43,18043.43,TP,1795.23,3590.47,125904.65,129495.12
2024-05-07 14:10:00,2024-05-07 14:20:00,LONG,18120.3,18101.15,18158.59,18101.15,SL,1974.76,-1974.76,129495.12,127520.36
2024-05-07 14:40:00,2024-05-07 14:55:00,LONG,18109.9,18092.59,18144.51,18144.51,TP,1876.02,3752.04,127520.36,131272.4
2024-05-07 17:20:00,2024-05-07 17:40:00,LONG,18160.0,18147.87,18184.26,18147.87,SL,2063.62,-2063.62,131272.4,129208.78
2024-05-08 15:10:00,2024-05-08 16:35:00,SHORT,18099.3,18117.66,18062.57,18062.57,TP,1960.44,3920.88,129208.78,133129.66
2024-05-09 14:20:00,2024-05-09 14:50:00,LONG,18069.95,18044.26,18121.34,18121.34,TP,2156.48,4312.97,133129.65,137442.62
2024-05-09 16:35:00,2024-05-09 17:20:00,LONG,18113.45,18096.99,18146.38,18096.99,SL,2372.13,-2372.13,137442.62,135070.49
2024-05-09 17:25:00,2024-05-09 18:00:00,LONG,18129.2,18111.71,18164.17,18111.71,SL,2253.52,-2253.52,135070.49,132816.97
2024-05-10 14:05:00,2024-05-10 14:20:00,SHORT,18200.75,18223.36,18155.52,18155.52,TP,2140.85,4281.7,132816.96,137098.66
2024-05-10 15:35:00,2024-05-10 16:20:00,SHORT,18129.5,18150.85,18086.8,18150.85,SL,2354.93,-2354.93,137098.66,134743.73
2024-05-10 16:35:00,2024-05-10 16:45:00,SHORT,18134.5,18151.5,18100.5,18151.5,SL,2237.19,-2237.19,134743.73,132506.54
2024-05-10 17:50:00,2024-05-10 19:55:00,LONG,18148.5,18135.19,18175.12,18175.12,TP,2125.33,4250.65,132506.55,136757.2
2024-05-13 14:20:00,2024-05-13 14:30:00,LONG,18223.2,18205.49,18258.62,18205.49,SL,2337.86,-2337.86,136757.2,134419.34
2024-05-13 14:35:00,2024-05-13 15:25:00,LONG,18208.95,18191.59,18243.67,18191.59,SL,2220.97,-2220.97,134419.34,132198.37
2024-05-13 15:50:00,2024-05-13 17:00:00,LONG,18212.2,18197.89,18240.82,18197.89,SL,2109.92,-2109.92,132198.37,130088.45
2024-05-13 17:20:00,2024-05-13 17:35:00,LONG,18208.45,18192.71,18239.92,18192.71,SL,2004.42,-2004.42,130088.45,128084.03
2024-05-13 17:55:00,2024-05-13 18:00:00,LONG,18200.95,18188.8,18225.25,18188.8,SL,1904.2,-1904.2,128084.03,126179.83
2024-05-14 14:20:00,2024-05-14 14:35:00,LONG,18260.6,18233.71,18314.38,18233.71,SL,1808.99,-1808.99,126179.83,124370.84
2024-05-14 14:55:00,2024-05-14 15:45:00,LONG,18257.85,18229.53,18314.48,18229.53,SL,1718.54,-1718.54,124370.84,122652.3
2024-05-14 16:55:00,2024-05-14 17:00:00,LONG,18236.0,18224.12,18259.75,18224.12,SL,1632.61,-1632.61,122652.29,121019.68
2024-05-14 17:20:00,2024-05-14 17:40:00,LONG,18233.0,18220.57,18257.85,18257.85,TP,1550.98,3101.97,121019.68,124121.65
2024-05-15 14:00:00,2024-05-15 14:35:00,LONG,18429.9,18404.01,18481.68,18481.68,TP,1706.08,3412.16,124121.65,127533.81
2024-05-15 16:05:00,2024-05-15 16:50:00,LONG,18513.95,18499.63,18542.58,18542.58,TP,1876.69,3753.38,127533.82,131287.2
2024-05-16 13:40:00,2024-05-16 13:45:00,SHORT,18609.45,18621.57,18585.21,18621.57,SL,2064.36,-2064.36,131287.2,129222.84
2024-05-16 15:40:00,2024-05-16 16:00:00,LONG,18659.05,18643.04,18691.08,18643.04,SL,1961.14,-1961.14,129222.83,127261.69
2024-05-16 16:50:00,2024-05-16 17:00:00,LONG,18651.55,18638.92,18676.81,18638.92,SL,1863.08,-1863.08,127261.69,125398.61
2024-05-16 17:20:00,2024-05-16 17:25:00,SHORT,18599.3,18617.73,18562.44,18617.73,SL,1769.93,-1769.93,125398.61,123628.68
2024-05-17 14:20:00,2024-05-17 15:00:00,LONG,18572.5,18555.94,18605.61,18555.94,SL,1681.43,-1681.43,123628.68,121947.25
2024-05-17 16:05:00,2024-05-17 16:45:00,SHORT,18566.25,18581.36,18536.02,18536.02,TP,1597.36,3194.72,121947.25,125141.97
2024-05-17 17:00:00,2024-05-17 17:35:00,SHORT,18558.5,18570.98,18533.55,18533.55,TP,1757.1,3514.2,125141.97,128656.17
2024-05-20 13:30:00,2024-05-20 13:50:00,LONG,18618.4,18604.33,18646.54,18646.54,TP,1932.81,3865.62,128656.16,132521.78
